,episode,rev_title,rev_content,rvr_rating
0,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Archer is too ambitious!,"As the second half of this two part story starts Enterprise has been destroyed and the Archer, T'Pol, Malcolm, Travis and Trip are aboard the USS Defiant, a ship from a hundred years in the future. After picking up the survivors from Enterprise they set about repairing the ship; this is made much more difficult when it becomes apparent that they don't have the ship to themselves, a creature known as the Gorn has killed one of the engineering crew and taken vital components. Once that problem has been solved the Defiant can join the battle against the Vulcan and Andorian rebels. Archer expects to be given official command of the Defiant but is just told that he will get his own command 'when a ship becomes available. Believing the admiral intends to steal the glory he kills him. He soon has even greater ambitions and sets course for Earth with plans to but himself on the throne. As he has had all non-humans apart from Dr. Phlox transferred off the Defiant T'Pol tries to persuade the doctor to destroy the ship, as she believes Archer's conquests won't stop with Earth. It is just a pity for Archer that he was so paranoid about his alien crewmembers that he wasn't so careful about the human ones.Like the first part of the story this was a lot of fun; while not strictly necessary for the story it was nice to see the crew don the uniforms of the original Star Trek. There was plenty of great action including a fight between Archer and the Gorn that was reminiscent of a similar fight involving Captain Kirk and an impressive if short space battle. Hoshi in this universe is far more forward, it was great seeing Linda Park play sexy rather than quiet; and it was the highlight of the episode seeing her kill Archer and declare herself Empress at the end.",10
1,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Spectacular,"I am up at an hour which I should be spending sleeping, as I have work in the morning. But I can't take my eyes off of this splendid twist on Enterprise. I love this series, though I have to say, this alternate universe two part episode is fantastic. Seeing Jonathan Archer as a power hungry, and equally driven character is something I was skeptical about, upon first reading the ""info"" on the episode before watching, but it plays beautifully. Likewise, the twist on the other characters, Most notably, Dr. Flocks, and Tucker, are played well. The ability to play both sides of the fence goes to show that these three actors do their job well. Travis, T'pol and Reid Aren't as memorable in their twisted states, though I am not so sure why. T'pol doesn't seem to have changed much other than her outfit, and displays a bit more emotion than one would expect from a Vulcan, Reid just seems to be a sinister little twerp that we don't care about, and Travis is basically the same...Following orders with nothing really too interesting going on about him to grab our attention. it was very nice to see the crew step aboard the Defiant and to see the insides of that old Star Trek style ship come to life again.**SPOLIER BELOW**The ending was somewhat enexpected, as usually in Enterprise the good triumph over the bad, Archers demise was unexpected to me as well, and as for Hoshi...She makes a damn sexy Empress.All in all I give these two episodes a ten out of ten. Grats.",10
2,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",best episodes of the series,"please ignore the ignorant and stupid review that precedes this- i can tell you as a lifetime star trek fan- this is the BEST- the recreation of the Defiant is amazing, and all the actors portrayals of their mirror counterparts are dead on perfect. Any REAL trekker will love this- TRUST ME!!! I can only wish that Enterprise had not been cancelled, as this story line was ripe for continuation- Empress Hoshi has a nice ring to it, and seeing the next step in her takeover of the Terran Empire was an episode all unto itself. once again i say the previous review is pathetic, written by someone in love with being controversial for no reason other that to attract attention to them instead of the show- WATCH In a Mirror Darkly for yourself- don't let this dweeb steer you away from one of the finest moments of the series!!!",10
3,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Pointless Story,"Archer activates the powerful Defiant and uses the ship to defeat the enemies of the Empire, including the internal ones in his crew. Then he heads to Earth with the intention to take over the power in a coup. However, there is a final and unexpected betrayal that affects the fate of Archer and the Empire.""In a Mirror, Darkly: Part II"" is the conclusion of a pointless story of a violent universe. I was expecting some sort of interaction between the universes but the plot is limited to the parallel universe in a forgettable episode. I hope the music score of these two episodes prevail and replace the annoying theme of this series. My vote is five.Title (Brazil): ""Reflexo Sombrio 2"" (""Dark Reflex 2"")",5
4,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Can we get back to the show now?,"Some very good reflections of the original Star Trek here. I enjoyed the familiar costumes and sound effects. However I didn't like this alternate universe any more than I did the other ones. Enterprise had a great story-line and group of characters without this contrived gimmick that has been done over and over. It was a good show, cancelled way too soon. And by the way, if the women have to run around half naked, how about doing the same with the men. Us ladies could use some eye candy too if it's going to stoop to that level. In my opinion, they wasted two episodes of the little time the show had left on this. My two least favorite of the entire Star Trek: Enterprise series.",4
5,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Hamming it up,"Every show since The Next Generation has given us their homage to the original series. TNG had ""Relics"", DS9 had ""Trials and Tribble-ations"" , VOY gave us ""Flashback"" and for the 700th episode of live action Star Trek ever aired Enterprise gives us ""In A Mirror, Darkly"". This tale is a cleverly written continuity barrage that gives fans a high quality and thoroughly enjoyable mirror episode.""In A Mirror, Darkly"" is widely credited as one of the best episodes of Enterprise, and it is easy to see why. There are so many interesting homages to the original series and seeing our 22nd century crew hamming it up makes this two-parter a worthy investment of your time. Star Trek fans will be delighted to see a myriad of references to TOS. Whether it is seeing a Constitution class ship getting a CGI upgrade and strutting its stuff or Soval sporting his ""evil Vulcan goatee"" there is something here for everyone to enjoy. The story is a little heavy handed with the evil versions of our characters, but that does not detract from the overall enjoyment of it. Despite being set in the mirror universe, this episode gives us a reflection on our prime universe in the way of presenting the xenophobia of the humans which becomes a major plot point in the two episodes that follow this one. From the opening teaser to the rise of newly crowned Empress Sato, ""In A Mirror, Darkly"" is a superb episode that is a fun and entertaining ride that leaves fans wishing Enterprise had stuck around for a few more seasons.",8
6,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Power Plays & A Mirror Universe,"In its final season on air, the Star Trek prequel series Enterprise finally found its feet. Under a new show runner, the series finally became the prequel series it was originally pitched as being. It explored and tied-in with many aspects of Trek's lore. One of the most exciting moments of that came as the show was beginning to wind down prematurely. In A Mirror, Darkly brought Enterprise into the Mirror Universe made famous by the Original Series episode Mirror, Mirror and explored throughout Deep Space Nine's run. Picking up from the explosive cliffhanger of part one, the second episode was to take viewers even further into the Mirror Universe's origins.While the first part was set largely on the Mirror Universe version of the NX-01, part two took crew and viewer alike onto a new ship: The Definat, brought over to this universe following the events of the Original Series episode The Tholian Web. The result is that virtually the entirety of the episode is set on a Original Series starship and that we get to see Enterprise's regulars on its decks, its bridge especially. Some of them even up in the familiar uniforms as well, allowing an interesting contrast both in costumes and design from what we're used to. Even more surprising is how great they look, that the designs and costumes hold up well even with a very different crew occupying and wearing them. Add on a fight between Archer and an Original Series alien foe, and it's something that makes this particular episode stand out even more.Like with previous Mirror Universe episodes in Trek, the fun of these episodes is watching the cast members play different versions of familiar characters. One of the biggest surprises come out of Scott Bakula's Archer. Seeing him go from our usual goodhearted starship captain to the somewhat ruthless, passed over one time too many first officer was already a surprise but this episode sees the script and Bakula take this Archer even farther. Confronted by knowledge of his counterpart in a different universe and given a chance not just for command of a ship but potentially the Terran Empire itself, the Mirror Archer becomes an at times reckless gambler who risks not just his life but those of his crew and indeed his new ship to go as far as he can. It's a compelling performance and one that might well be Bakula's finest from the entire run of the series.Then there's Park as Hoshi. Already recast into the Captain's Woman role that we saw Barbara Luna's Marlena play back in Mirror, Mirror but with an updated 21st century edge, Park gets some of the best moments in this episode to herself. This is a Hoshi who isn't the quiet, almost ineffectual communications officer often seen in the series but a conniving, manipulative femme fatale who it turns out isn't afraid to get her hands dirty if need be. Given the writing of Hoshi throughout much of the series, Park getting the chance to sink her teeth into some meatier material is an even bigger revelation than Bakula's Mirror Archer. They aren't alone though. All of the Enterprise regulars get some interesting moments in this episode though some get more than others. Jolene Blalock's T'Pol is a big highlight of this episode as, in keeping with the way the Mirror Spock was portrayed, we're given a more conniving Vulcan than we're used to which leads to some wonderful confrontations between T'Pol and Archer, and indeed between T'Pol and Hoshi as well. Plus, as with Vaughan Armstron's Forest in the first episode, we get to see a reoccurring character in a different role with Gary Graham's Vulcan Soval who goes from an ambassador in the normal universe to a science officer on one of the Empire's ships but whom gets some a couple of interesting scenes as well with T'Pol. Sadly, like in the previous episode, Anthony Montgomery and Conner Trinneer end up being shuffled to the back proverbially speaking, they get some screen-time that shows just enough of their Mirror counterparts to wet appetites. The writing and direction are also among Enterprise's finest. Both Mike Sussman (who wrote the previous episode as well) and director Marvin V. Rush picks up on the energy from the cliffhanger and run with it, quickly picking up the threads and taking them farther than what might have been possible in just forty-five minutes. The second episode takes the hints and references from the first and expands them into a tale of power plays on personal and cosmic scales, building up to an immensely satisfying conclusion that manages to take the viewer by surprise (or at least it did me on my first viewing). Combined with a first rate action score by Dennis McCarthy and Kevin Kiner and some of the show's better CGI set piece battles, the result is one of Enterprise's finest productions.The end result is one of Enterprise's best episodes. Going straight off the previous episode, it manages to contrast in somewhat with an incredible recreation of an Original Series era starship as well as its costumes. Beyond the production, it also tells an interesting story with plenty of suspense and action. The ending leaves the viewer begging for more and it's just a shame that the proposed follow-up never happened due to the show's cancellation. It also shows what the series could accomplish at its best as both a Trek prequel and as a series in its own right.",8
7,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Archer Gets a Bit Greedy,"In the second part of ""In a Mirror, Darkly"", Archer is able to take control of the Defiant, stealing from the Tholian docks. The Enterprise is destroyed with Forrest still aboard but the Defiant is able to retrieve some of the rescue pods. But there appears to be a stowaway aboard, left over from when the Defiant was being scrapped in dry dock. The crew finds out it is a Gorn. An exciting hunt involving Reed, Archer, and some MACO's happens before Archer cleverly uses the gravity plates to trap and kill the Gorn.Now as acting captain, Archer takes the Defiant to go assist the ISS Avenger as it is being attacked by a group of rebels. Archer orders the destruction of a Vulcan ship (much to the dismay of T'Pol) and is the hero of the fight. Aboard the Avenger is Admiral Black, a high ranking officer, who orders Archer to take the Defiant to Earth where it can be studied and dissected. Wanting to maintain his command, Archer kills Black and begins planning a coup against the Empire. He demands Star Fleet to surrender.T'Pol sees the writing on the wall for her people and convinces her fellow non-Terrans that they need to stop Archer and the Defiant before he rises to the role of emperor. Her and Soval recruit Phlox to cut the power from the vessel. It works temporarily but Trip is able to stop him in time and re-energize the Defiant. It destroys the Avenger with everyone aboard. The counter-coup is defeated and Archer heads towards Earth to claim his prize. But you are never safe in this universe. Hoshi poisons his champagne with the help of Travis. She claims the role of empress and arrives at Earth demanding Star Fleet's surrender.Oh boy are people ruthless in this mirror universe! Everyone will do anything to climb to the throne. Interestingly, T'Pol still feels like a bit of a peacekeeper. She attempts to make the Federation a thing in her universe as well, causing Archer to destroy the ship's historical logs and erasing any reference to the universe we're familiar with. I guess Spock has a similar personality later on in this universe.I wonder if Archer would have been so power-hungry if he hadn't read about his counterpart who was the first warp 5 starship captain. This may have ended up leading to his ultimate demise. Hoshi saw an opportunity to rule and she took it.But this really is a stellar episode, an excellent standalone two-parter. The action is exciting, everything feels high stakes as they kill of memorable characters left and right (well, mirror characters), and the constant betrayals and tactical mind games make this a fun ride to the finish. I wonder how the rule of Empress Sato went...",9
8,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",I really liked this one!!!,"This is the second part of a wonderful two-parter. While I loved the original ""Mirror, Mirror"" episode from the old ""Star Trek"", this evil parallel universe was way, way overused in some of the subsequent Trek spin-offs. At first I liked it when the crew of Deep Space 9 was visited by these evil parallel doubles but after so many follow-ups, it became way overused. What I loved about ""Mirror, Mirror"" was its originality. Fortunately, in ""Star Trek: Enterprise"", they managed to use the old concept but infuse it with wonderful originality and life. I think this two-parter is in the must see category for fans.In the previous episode, Archer orchestrated a mutiny in order to try to steal a ship that was somehow stolen from the future. With it, he planned on taking over the evil empire and being its evil emperor. However, in part two, there were some hiccups, including a Gorn aboard the stolen ship that was trying to disable the vessel as well as the machinations of the evil and often disloyal crew. Can Archer manage to rule this awful parallel universe?!This episode has so much going for it. Like part one, the normal intro for the show is replaced by an evil intro--complete with martial music and clips of war and violence! It also did NOT feature nice beings from our universe--just very, very bad ones from theirs. It was NOT like the nice Trekkie folks getting stuck there but as if it was a show intended for an evil audience to enjoy! It also featured a deliciously evil ending--with no redemption, no nice ending and just more of the awfulness that make this parallel world fun to watch. My only complaint is a minor one--why make a CGI Gorn when the CGI quality was that poor and obviously fake? I really think the original ""Star Trek"" Gorn looked better!!",10
9,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",close but no cigars,"when you dare to compare TOS with Enterprise on the ""mirror universe"" there is only one winnner. TOS. not even eye candy, T'Pol and Hoshi in a kind a ""space slut"" outfit and behaviour makes it interesting. At least I do catch myself always to compare every scene....In General thats the Problem with every remake. Why don't they make a new script , why do they fiddle and make it worse nearly every time? well ""Enterprise"" was already doomed when they made this episode. Only the last one is even worse. I'll go to that one when I got mended from this mess. I am just watching this in the rerun of the whole series....with 2 episodes from mon-fri. Too much to suffer. I have to clean my brain with some good old fist fighting Kirk. Frequencies closed.",3
10,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Who's on First?,"Good grief. The Defiant is like a bouncy ball. It's in one court then another. We will soon run out of ambitious characters to take over. At some point, I guess, someone will be smart enough to recognize that you trust no one. How did all these people get jobs? Anyway, it's a rapid fire episode with lots of action, twists, and turns. The aliens are suddenly targeted as the enemies. They have a right to defend their turf. Then they fall under the same delusions as everyone else. I guess the question we need to ask is whether or not there is any good in this universe? There is certainly a ""Game of Thrones"" vibe to all of this, although it predicted that serious. Even the music at the beginning has a little bit of that. It will be interesting to see what's next and if the forces of evil will be righted or do they actually become the way of the world.",9
11,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",Most stupid episode of the series,"Seriously ensign Sato kills off all the most experienced and skilled command officers and takes control of the Constitution class starship, those Screen Writers must have seriously been tripping as is the idiot who claims this was the best episode of the series.Let us now talk about the other unrealistic aspects of this story line, it appears humans conquered the planet Vulcan so humans would also have used their technology and not developed the inferior technology incorporated in to the NX-01.",1
12,"""Star Trek: Enterprise"" In a Mirror, Darkly, Part II (TV Episode 2005)",The worst acting of the series,"Someone evidently told the actors that everyone in the dark universe wore exaggerated grimaces and sneers and growls, because with the exception of T'Pol, whose actress bumbled her way around clueless about how to deal with the concept, and Phlox, who was deliciously menacing, scenery was chewed and spit out with gusto. It was painful to watch, especially Archer, who looked particularly constipated, as if he had a ghost of an idea he wanted to evoke but fruitlessly strained to get it out there.Aside from that, the fact that such a back stabbing organization could never survive made the whole thing was a pointless exercise.That said, it was incredibly cool seeing the old ship and uniforms again, and hearing the musical effects of the old bridge. So for that, 5 stars.",5
0,"""Star Trek: Enterprise"" Demons (TV Episode 2005)",Xenophobia,"On Earth, the Enterprise and her crew supervises the peace conference leaded by the politician Nathan Samuels that has the intention to form an alliance among humans and aliens. After Nathan's speech, a woman wounded by phaser trespasses the building and tells T'Pol that they are going to kill somebody and gives a vial with hair to her before dying. Dr. Phlox investigates the DNA of the hair three times and concludes that it belongs to a daughter of Tip and T'Pol; however, T'Pol objects telling that she has never been pregnant. Archer presses Nathan to disclose the investigation of the murder and he finds that the deceased woman is Susan Khouri, a medical attendant that belonged to the xenophobic organization Terra Prime. Archer orders Reed to contact Harris to know what is happening, and the mysterious man advises him to find the baby to unravel the truth. Trip and T'Pol go to a mining compound to snoop Terra Prime while the journalist Gannet Brooks, who had a past with Travis, comes to the Enterprise with the pretext of news coverage in the ship. But sooner Trip and T'Pol are captured by the xenophobic leader of Terra Prime, John Frederick Paxton while Gannet is arrested by Captain Archer accused of espionage. ""Demons"" so far is an intriguing episode of Enterprise. The reason is the mysterious baby of T'Pol and Trip and I look forward to have an explanation how she was generated and the real purpose of the fanatic John Frederick Paxton with the child. The writer makes analogies of the Xindi attack with the September, 11th and the subsequent xenophobia of part of the North American population with foreigners with the xenophobia of Terra Prime with the aliens. Let's see the conclusion of the good show. My vote is eight.Title (Brazil): ""Demônios"" (""Demons"")",8
1,"""Star Trek: Enterprise"" Demons (TV Episode 2005)",Trip & T'Pol are Famous. So Why Try to be Spy's?,"In ""Demons"", the Enterprise is back on Earth for a conference regarding an inter-species alliance (eventually leading to the Federation). Their stay is disrupted when a dying woman approaches T'Pol asking her to save ""the baby"". She gives T'Pol a sample of hair which turns out to belong to the child of Trip & T'Pol, the world's first Vulcan-human hybrid. The crew begins their own investigation into the mystery child and this leads to Trip & T'Pol going undercover on a lunar mining operation that is apparently a hotbed for a xenophobic outfit known as Terra Prime. Meanwhile, Travis reconnects with an old flame who is a reporter covering the conference. When Trip & T'Pol are caught however, it becomes apparent that Travis' friend is a spy, working for Terra Prime and feeding them information. As the episode ends, Terra Prime take over a meteor-destroying laser on Mars and calls for all non-humans to leave the system or else...You'd think a man-machine hybrid such as RoboCop would be a bit more inclusive of people that are different than him. By 2155, Earth has appeared to have solved its racism issue but it has replaced its xenophobia of other human races for that of other species.I found it humorous that Trip & T'Pol thought they could infiltrate this group undetected. They are two high ranking officers on the ship that saved the planet. They're world famous I presume! They are not the two that should have gone undercover. This episode shows a lot of parallels with modern society. As globalization continues to bring the world closer together, people tend to push back against others that are slightly different than them, externalizing their problems against them. This episode is a nightmare scenario of what would happen if a zealous bigot was able to take control. Crazy idea, right guys?",6
2,"""Star Trek: Enterprise"" Demons (TV Episode 2005)",A surprise for T'Pol and Trip,"The crew are back on Earth for the signing of the agreement that will lead to the formation of the Federation. A woman who hands over a small vial and says 'They are going to kill her' before dying interrupts the proceedings. The vial contains DNA from a baby; a baby whose parents are T'Pol and Trip, they are both very surprised as giving birth is the sort of thing T'Pol would remember. The woman had been involved with a xenophobic group called Terra Prime and tests on her body suggested that she had been living in a low gravity environment, the most likely location being on the Moon where there is a lot of anti alien feeling, Trip and T'Pol head there to try to find their daughter. Back on Enterprise Travis has met up with his former fiancée, she is a reporter claiming to be writing a piece about Enterprise but she might not be telling the whole truth. The Terra Prime group on the moon capture Trip and T'Pol and their leader, John Frederick Paxton, has quite a surprise for them; his operations room is actually a warp capable space ship which blasts off for Mars where it takes control over the verteron array, a device which is designed to deflect comets but can also be used as a very powerful weapon, with control of this Paxton demands that all aliens leave Earth. Following this threat the words '... to be continued' appear.This was a decent episode starring Peter 'Robocop' Weller as Paxton; he gave the character a suitable mix of authority and charisma. Johanna Watts put in a good performance as the beautiful Gannet Brooks who used her past with Travis to gain access to Enterprise to spy for Terra Prime. It was an interesting twist making the child's parents T'Pol and Trip as it raised a mystery as well as causing some distrust between them.",8
3,"""Star Trek: Enterprise"" Demons (TV Episode 2005)",It Speaks to Us Today,"The group Terrra-Prime is like today's white supremacists. They have an agenda to rid the earth of aliens because of the activities of the Zindi who slaughter seven million people. This kind of hatred is certainly understandable, but it is directed at entire races and species, not at the perpetrators. Of course, it's being run by a zealot who wants to purify things. A baby has been born and it has the DNA of Trip and T'Pol, even though she has never given birth. There is tension because of this, of course. A woman died giving the DNA sample to the council meeting where they were forming the United Federation of Planets. This ""half-breed"" baby apparently is something that these idiots consider an abomination. It's an interesting episode. As it ends, Trip and T'Pol are in the hands of these crazies.",10
4,"""Star Trek: Enterprise"" Demons (TV Episode 2005)",Excellent wind-up for the last stretch.,"This final 2-parter gathers up everything that has happened so far in Season 4 and dumps it into two beautiful Episodes.Speaking of Beautiful, it's Travis' Ex, the lovely Johanna Watts as Gannet Brooks. A ""So Called"" Reporter, you'll find out why later. Peter Weller is yet another reactionary Meathead Sean Hannity-type who has done some very bad things.Harry Groener from TNG ""Tin Man"" is a future politician, ""Nathan Samuels"", who used to be a member of the Xenophobic Group ""Terra Prime"". which is a lame future version of the lame ""America First"".As Samuels tries to preside over a meeting of ambassadors from several planets, the Brietbart of the future has been soapbox- spouting, and people eating it up because of, of course, the Xindi wiped out 7 million people. Isil hasn't quite caught up with that yet, although Germany surpassed it previously, and people forget that Nazism started with Xenophobia. Then came the Deportation forces and the Concentration camps.So, this preliminary meeting of the ""UFP"" does not bode well, because of this Breitbart style Xenophobia spreading. Phlox had been targeted during ""Home"" by a redneck in a bar.Other things that didn't help much were a woman appearing and dying in front of everyone from a Disruptor blast, cryptically saying ""They are gonna kill 'her'"", whoever 'her' is.And then it appears that Starfleet Security wants to shovel it all under the carpet. Archer finds a way around it, and Malcolm must needs meet his ""Section 31"" associate once more.This 'Sode is a bunch of puzzle pieces being creatively put together, and it's marvelous. But just wait until the Conclusion!",10
5,"""Star Trek: Enterprise"" Demons (TV Episode 2005)",The final two-parter in the series.,"This is the last two-part episode in ""Star Trek: Enterprise"" and it's the logical progression of the plot line about the creation of the Federation. The various future members of this organization have come to Earth to formalize this agreement when a group of xenophobic nuts derail the dream. What is their qualm? They want the human race to be pure--not adulterated by ugly alien genes--and the evidence of this ugliness is a hybrid baby--the love child of T'Pol and Trip. But how? They never had a baby?! However, their agenda involves MUCH more than showing everyone a freaky alien hybrid baby...they aim to destroy the negotiations and drive all the aliens off Earth using a super-weapon.The leaders of the baddies is ably played by Peter Weller. He's menacing, nasty and cold. My only reason for giving the show a 7 is that the whole hybrid baby plot line never really made sense nor seemed necessary. Fortunately, part two is better.",7
0,"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005)",The Beginning of the Final Frontier,"In Mars, the xenophobic terrorist John Frederick Paxton threatens the aliens on Earth and gives an ultimatum: they shall immediately leave the planet; otherwise he would destroy the Starfleet Headquarter with a powerful weapon that is locked on the target. The aliens question whether humans might be capable to lead their alliance process. In the Enterprise, Archer asks Reed to meets Harris that helps him giving privileged information to the invasion to the facility. Meanwhile T'Pol and Trip meet their baby and they give the name of Elizabeth; however T'Pol discovers that Elizabeth is seriously sick and needing medical assistance. Gannet discloses to Travis that she is a secret agent from the Starfleet Intelligence and she is assigned to find a Terra Prime operative that is working undercover in Enterprise.""Terra Prime"" is a good conclusion of ""Demons"". The guest star Peter Weller performs a contradictory villain. The best part of the episode is the relationship among T'Pol, Trip and Elizabeth. My vote is eight.Title (Brazil): ""Terra Prime""",8
1,"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005)",Beautiful...,"This was possibly my favourite episode in the whole series... Well, one of them, anyways! I absolutely adored ""Terra Prime"" and ""Demons""; it was beautiful; the relationship between Trip and T'Pol and even with their daughter. This would have made a much, much better series finale, in my opinion, than ""These Are the Voyages..."" First of all, it made me cry. Okay, I cried during at least three of the Star Trek movies and during ""Home"", but that last scene where Trip approaches T'Pol in her quarters... Oh!! Sad!! Very, very emotionally moving.There were a lot of memorable lines and moments here. It was one of those really unforgettable episodes. Splendid; splendid. I would have loved to see the series move on from here, especially considering the (doubtless) trauma that impacted our favourite Enterprise couple.(By the way, for anyone who would have loved to see this go on, I suggest reading ""The Good That Men Do"" by Andy Mangels and Michael A. Martin. ;3 )",10
2,"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005)",The best love story and the saddest in years,"There is a lot to say about this particular episode. First of all I hate the fact that there isn't a fifth season coming up, seeing that this fourth season was unbelievable. I can say it was perfect. Well, as any true Star Trek Enterprise i will consider this particular episode as being the last. It is also the best. I can truly say i will miss this series, especially since the relationship between Trip and T'Pol has had a very beautiful development toward a future together. I felt chemistry between those two since I saw the first argument. What else can I say? Brilliant, very sad (but they do have a child in the future) and perfect. Best love story I've seen in years!",10
3,"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005)",Enterprise hits a home run on it's way out.,"In the beginning...In 2001, I started to watch the series Enterprise because something about the concept intrigued me. I had not gotten into The Next Generation, and I was too busy for DS9. I watched the re-runs of the Original Series when I was a kid, and that was the appeal that led me to Enterprise.Enterprise debuted around the same time the 9/11 terrorists attacks came. Although the show had been planned months ahead of time, and was hyped throughout the summer of 2001, the show had the misfortune of bad bad timing. Anyone who watches Enterprise now, and wasn't alive or old enough back then probably can't imagine how big of a change that was for even someone such as myself - who at the time taught students how to file forms for government services. But the whole world stopped, and there was little time for the distractions of fictionalized TV. Some of these episodes were canceled, and broadcast during the wee hours of the night. Some came during very important war announcements.Sometime in late November 2001, a friend who had started watching Enterprise in the beginning as I had, asked if I was able to keep up. When I said that I wasn't, he informed me that UPN - the now defunct network that broadcast the show - was going to air a marathon to get viewers up to speed. I then told my friend that I would forgo the show for its original run, and watch it during its re-run period, because there was no way to get back into it, and judge it fairly.""And,"" I said, ""this show is going to have a hard time showcasing Science for Peace when most of America is suffering from a blood-lust.""What I didn't know is that those re-runs would never come...Earlier this year, though, I had a chance to go through the whole series on Amazon Prime. I wasn't impressed. The first two years of the series were a mess. The characters were ill-defined, and sloppily utilized. The situations were banal. And, from the stories that were presented, the writers' interest in science was small.The third season was at least coherent. The writers gained an interest in some science - the science of war. The Enterprise characters gained characterizations. And - finally! - there was a reason for Trip.But it was the fatal fourth season that turned in the best episodes. And none better than Terra Prime.The science dilemma of the show is how science advancements leave people behind. Don't just assume that the victims of advancements are the villains, such as the xenophobe John Frederick Paxton. No, everyone gets victimized for the furtherment of science: from Capt. Archer in DEMONS, the first part of this two episode story; to the very sad exploitation of T'Pol and Trip.Yes, science is a tool that can be used for good or bad. This was the tale of those got stomped by it.It's a pity that it took Enterprise four years to come up with a great Sci-Fi story.(And can you believe they came up with one of the worst televised shows ever in the next installment?)",8
4,"""Star Trek: Enterprise"" Terra Prime (TV Episode 2005)","The real Series Finale and a dire warning for 2017, which was ignored.","""These are the fantasy TNG Holodeck Voyages"", I don't consider it as part of this show even, it was Braga's final failed attempt to make one more TNG Ep. So from now on I ignore it. That episode should NEVER have been made. To Blazes with Braga, because of him, many talented people lost their jobs. I'd rather see the cast and crew doing what they are best at: Making TREK shows, rather than remembering Trek shows at Conventions.I had dismissed and panned this show, mostly cos of the canon- breaking writing and too-human Vulcanians. Imagine the head of the Vulcanian government in collusion with Romulans and acting like one himself? The excess emotions and bombing a sacred temple with people in it not a big enough CLUE? I could not swallow the multiple 24th century anachronisms, the multiplex time paradoxes, although the one on ""Carpenter"" Street"" in Season 3 was great. I thought T'Pol sucked, but that was before I knew she had been exposed to a toxic emotion- causing Trellium-D Overdose. Now that I can see the progression of her Character, Jolene did a swell job at playing a Vulcan on the deteriorating side.So, I had mostly ignored Enterprise all these years. But that was MY Bad. After Binge Watching the whole show just now, there are many good things about it. ""Is it Star Trek?"" YES. And this episode here, and the one prior to it, are the appropriate Series Finales this show deserved.Season 4 was quite a bit different. It was made during the great ""Change"" - Shows no longer had 26 Eps per season, like Enterprise 1st 2 seasons. Season 3 got 24 Eps and season 4, only 22. But those 22 were not individual episodes, but rather little 2-3 Ep vignettes, which propelled the story toward THIS Ep.I had trouble with ""Arik Soong"" and his Mulleted ""Arguments"" I like to call them, and I had a lot of trouble with the ""Vulcanians with Testosterone"" Eps. But even those had some good things and some great story elements.But these last 2 Eps, which are the actual season and series finale, reflect the crappy things that are happening in the US this year, Xenophobia has made it into the White House. These episodes were merely a warning made during the last time we had a reactionary governing us, people forget that this country was almost destroyed that time too. How fast can 8 years of forward progress be eradicated?So it is best to remember this episode: And also the fact that most decent people in this country won't put up with what John Frederick Paxton (Peter Weller) and the Xenophobe in the White House are pushing.Ironically, this is not the first time Peter Weller plays a reactionary Meathead in Trek, he was a similar Meathead in ""Into Darkness"". In Fiction, the reactionaries get their just desserts. Sometimes, they get what they deserve in real life, too.",10
