,episode,rev_title,rev_content,rvr_rating
2,"""Star Trek"" Beyond the Farthest Star (TV Episode 1973)",Star Trek: Season 4 Opener?,"""Beyond the Farthest Star"" is the pilot to Star Trek: The Animated Series or Season 4 of Star Trek as some fans like to call it. In it, the crew encounters an ancient abandoned starship of complex figuration. It appears to be empty so the crew beams aboard to investigate. They find that the original crew destroyed the ship in order to stop the evil that had invaded the ship's systems.After accidentally bringing it aboard the Enterprise, the crew must think fast before it takes over all the systems and begins spreading over all the starships in the galaxy. Spock and Kirk pretend to suicide dive the Enterprise into a nearby planet, causing the being to jettison itself at the last minute before the Enterprise course-corrects into a slingshot movement that breaks them free of the being and the planet. They head on to chart more stars.Woof! A very inauspicious start to The Animated Series. The animation style is cheap and not thrilling (this was to be expected in this time period) but I at least thought we might get a solid storyline and arc. The plot is extremely hard to follow in this one. I suppose this might be a theme (due to the short 20 minute run time.) I did see some potential pros of this being animated. We have already introduced an alien lifeform aboard the Enterprise with a cool design. TOS didn't have the money or the capability to introduce such characters so hopefully over the course of the 2 seasons this runs, we will get into cooler character designs. The show also expands on the Star Trek universe.We are introduced to a new piece of technology that allows the characters to roam deep space without any kind of specialty space suits. The Life Support Belts allowed the animators to explore new boundaries without having to spend a lot of time on complex space exploration attire (always comes down to money).But this episode is still a mess. I hope there are better episodes to be found in the future.",4
3,"""Star Trek"" Beyond the Farthest Star (TV Episode 1973)",Hmm I spy w my little eye,"A alien ship w a bow or handshake to the great Roger Dean. Its probably just me but if you've seen his work w Yes both album art and stage design, you would see it. About the story its very good as a cartoon and yes its 1973 T. V. animation at this time was meh. I give you Sealab 2020 nuff said. Not until Flash Gordon later in the 80's did the animation greatly improve. Not going to spoil it on the story, just watch. Nice touch w the life support belt btw.",9
4,"""Star Trek"" Beyond the Farthest Star (TV Episode 1973)",An Alien Civilization Takes Over the Ship,"This seems to be the typical Saturday morning animation of the time. Very little has gone into the presentation of the events. This is the first episode of this series. The Enterprise explores a 300 million year old civilization that faced ruin and had to take dramatic actions. The ship looks a bit like some sort of kelp or seaweed in space, but quite beautiful. There are some explosions on this strange ship and the crew barely gets back, but a sentient force accompanies them on the transporter and it begins to absorb the Enterprise to form a new life form. The story is adequate. The animation sub-par.",6
5,"""Star Trek"" Beyond the Farthest Star (TV Episode 1973)",Ugly animation and a semi-decent story.,"I noticed that many folks who saw this animated series gave it scores like 9 or 10. Well, that is ridiculous, as the animation quality is just horrible--even by the low standards of the 1970s. So much of it looks like a terrible slide show and the ship the Enterprise encounters is a garish acid-trip sort of thing. As for the crews, the voices were the original characters but the animation made everyone look zombie-like! So, while the notion of being sucked towards a dead sun where a magnetic entity takes over the ship and, in essence, becomes the ship is interesting, the overall effect is severely muted due to Filmation's insistence that the show look like a pile of crap. I would give the story a 6. It was reasonably interesting but underdeveloped. The dialog was rather stilted. The animation I would give a negative 4 if it was allowed, but IMDb likes scores between 1 and 10--so I'll score this a 1! Overall, a score of 3 seems reasonable and that's a bad indication as to what is likely to come in the next 21 episodes!",3
0,"""Star Trek"" Yesteryear (TV Episode 1973)",perhaps the best in the animated series,"I am not huge fan of the Star Trek: Animated Series, but i loved this episode. It has a Guardian of Forever, Spock traveling through time to save himself, his ""large teddy bear with six-inch fangs"" pet, that is a reference from the Original Series, and lots of Vulcan logic :)You can also see Spock getting emotional as a kid, fighting with other kids, and being a child of two worlds. Realising of this is critical for understanding of this versatile character.So, this is a pleasant episode to watch.I rate this episode 9/10.",10
1,"""Star Trek"" Yesteryear (TV Episode 1973)",Trek's Animated High Point,"The twenty-two animated episodes of Star Trek aired on NBC across 1973-74 tend to be overlooked these days. It isn't hard to understand how that might be given the bias against animation to simply ""be for kids"" that it is still struggling with even today. Yet Star Trek: The Animated Series featured not only the original series cast reprising their roles but also saw writers from the original series (as well as others such as Larry Niven) returning to pen new tales for the Enterprise crew. One of the most intriguing episodes to come out of this brief run was Yesteryear, a story that took the show's most iconic character back to his earliest days.Yesteryear opens with the familiar pair of Kirk and Spock returning through the Guardian Of Forever from observing the birth of the Orion civilization. They are met by a group of Starfleet historians and an Andorian in Starfleet uniform whom everyone present (including Dr. McCoy) swears is the first officer of the Enterprise instead of Spock. In this new timeline, Spock died at the age of seven during the Vulcan Kahs-wan ritual whereas he had been saved originally by an adult relative. Realizing that the relative must have been himself, Spock travels through the gateway into Vulcan's past to try and save his younger self without contaminating the timeline any further.Though never quite satisfactorily explained in the episode how the situation was created by Spock being in the past while the historians were using the gateway, the episode nonetheless remains intriguing. Though Spock's past had been hinted at in the original series, most especially in episodes like Journey To Babel (written by this episode's writer Dorothy C. Fontana) and Amok Time, it was in the animated series that fans finally got to see Vulcan properly nearly a decade before Star Trek III did it on the big screen. We see cities and beasts only hinted at in those episodes including Spock's childhood pet that becomes a key plot point here. Not only that but fans got a look at life and culture on Vulcan in general but especially through the eyes of a youth who stands out from those his age because of his heritage. This is a prime example of what the animated Trek, not bound quite so much by budgets to create its visuals, could accomplish.What's even more surprising, for an episode of a series that was seen at aimed for children, is how it dealt with Spock's youth. Spock is tormented by others his age over his heritage, which causes the young boy much anguish and which Leonard Nimoy's voice acting brings across quite well as he watches events he lived through. We see young Spock struggle not only with this mixed heritage but also with the results of his actions as he tries to live up to the expectations laid upon him by his father (voiced once again by Mark Lenard) including making a surprisingly mature decision late in the episode. For a early-mid 1970s Saturday morning cartoon its surprisingly good stuff.That being said, the episode suffers from many of the same issues that the animated series on the whole dealt with. The animation is vaguely defined at times showing the limitations of Filmmation's budgets as things often fall into shadows or (as the case during some of the scenes in the desert) playing them in silhouette. While the voice acting from original series cast members is good with Nimoy in particular being a standout, the younger members of the cast never come across as well with Billy Simpson never quite managing to sound convincingly like he isn't reading off a page in his reading of the young Spock, his interactions with Nimoy do work for the most part. Despite these flaws, Yesteryear represents something of a high point for the animated series. It presents, in a mere 22 minutes a time travel story that allows for the exploration of the early days of one of Trek's most iconic characters with depth rarely expected from a series that was seen as predominately aimed at children. The fact that its influence can be felt in Trek right up to the present day is a testament to its success as well and how animated Trek should not be so easily dismissed.",7
2,"""Star Trek"" Yesteryear (TV Episode 1973)",Spock Finds His Past,"When Spock and Kirk return through a time portal like the one in ""The City on the Edge of Tomorrow,"" that many consider the best episode of the original series. When they appear, the only one who knows Spock is Kirk. When he gets to the ship, an Andorean has his job. Spock must go back in time and meet himself as a child. Something must have happened when he was a boy with a Vulcan father (Sarek) and a human mother. He must find out what the variable is and change it before he returns. This is a really good episode. I'm not nearly as caught up in the animations shortcomings because the story is engaging.",9
3,"""Star Trek"" Yesteryear (TV Episode 1973)",A Look into Spock's Childhood,"In ""Yesteryear"", after a visit to the Guardian of Forever to study the past, the crew of the Enterprise no longer recognize Spock as their First Officer. He is instead replaced by an Andorian. Something in the timeline has changed; in this sequence of events, Spock dies in a child on Vulcan.Spock remembers a stranger saving him from a Le-matya as a youth and realizes he must go back in time and be the person that saves his younger self. Spock goes back and visits his home world, interacting with his father, mother, and younger self. The emotional younger Spock runs off into the desert to prove himself.This is where Spock has to intervene to save his life. Spock's pet sehlat is killed in the melee and the younger version of Spock learns a valuable lesson of life & death and what it means to be a Vulcan.Spock returns to the Enterprise where everyone once again recognizes the Vulcan.Last time the Enterprise visited the Guardian, Kirk was so freaked out that he never wanted to come back again. Yet here we are using it for scientific research in this episode. I understand why the writers did it though. It's a cool concept and an easy way to incorporate time travel without having to set up your own device in anyway.The lack of quality in the animation is still an issue for this episode (and all of them) but the quality of the plot and ideas make up for this in some capacity. I enjoy getting more of Spock's backstory in anyway that I can, even via cheap animation.",8
4,"""Star Trek"" Yesteryear (TV Episode 1973)",TAS continues to impress,"Plot; Kirk and Spock return from a research project via the Guardian of Forever only to find that the present has been altered. Spock is now dead, and the only way to set things right is for him to travel back in time and save his younger self.Written by Star Trek vet D.C. Fontana, this is a thoughtful, mature story that feels very kindred to its live action incarnation. Some of the time traveling science is a bit wonky, but that's usually the case with such stories.I've watched a selection of ST:TAS over the last few months, and I've come away impressed each time by its refusal to dumb down the stories to fit the format.The Guardian of Forever is the entity/time portal featured in the classic TOS episode ""City on the Edge of Forever"".Actor Mark Lenard returned here to voice Spock's Father, Sarek.There's a scene here that is very similar to one in JJ Abrams' 2009 Star Trek film, with a young Spock being bullied by classmates.- According to Wikipedia, this was the first episode of ST:TAS aired in the Los Angeles market, even though it was intended to be the second episode. That's because actor George Takei, who plays Sulu, was running for public office at the time. Instead of giving his opponents ""equal time"" on the airwaves, they instead aired an episode that didn't feature the Sulu character.",7
5,"""Star Trek"" Yesteryear (TV Episode 1973)",This episode makes reference to previous episodes in the live action series...and I appreciate that.,"I have only watched a couple of the animated ""Star Trek"" shows so far. Despite overwhelmingly positive reviews, the shows are incredibly poorly animated. Fortunately, ""Yesteryear"" has enough going for it that it still makes it worth seeing despite the really crappy animation.When the episode begins, Kirk and a landing party are revisiting the same planet from the episode ""City on the Edge of Forever"" (the Edith Keeler episode). The fact that they are there is a bit confusing since at the end of this live action show, Kirk is very clear that he never wants to come there again--and he said something along the lines of ""Let's get the hell out of here"". Despite this inconsistency, the rest of the show is actually quite good and it goes places the old show probably couldn't go.After going on a brief journey through the time portal, the party returns and no one recognizes Spock! How could this be?! Well, it turned out that Spock died when he was 11--or at least that will be the case unless Spock uses the portal and goes back to prevent his own death.This episode is nice because you get to hear Mark Lenard as Surak-- and there are several nods to another episodes--including ""Journey to Babel"". His wife, however, is not voiced by Jane Wyatt but Majel Barrett. Overall, this show is definitely oriented towards kids but the show had some nice lessons, some nice nods to previous shows and fits pretty nicely into the Trek canon. I would give this one a higher score had the animators not been lemurs!! Looks like crap but is worth seeing.",7
0,"""Star Trek"" One of Our Planets Is Missing (TV Episode 1973)",Star Trek: The Animated Series - One of Our Planets is Missing,"""It is like a huge bull grazing here and there in the pasture of the universe."" This has a lot of conflict the Enterprise crew will encounter in quite a busy plot for a cartoon of Star Trek. In fact, this episode is so well written and realized, it could have been acceptable for the live action series it emulates! The plot: the Enterprise crew encounters what appears to be a red cloud that seemingly ""eats planets""! In fact, the ship itself is consumed, but their shields keep them from being digested. Get this: the cloud is an actual intelligent life form and a planet lies ahead in its path for consumption that holds millions of people! So Kirk and company must determine a course of action to keep it from reaching the planet and killing all those people while consuming and digesting the planet as a nutritious food.There are a series of decisions and events that emerge giving this episode, ""One of Our Planets is Missing"", a serious consideration for the best of the Star Trek cartoon. Not just that, but I think serious Star Trek fans should seek this episode out and disregard the notion that perhaps a cartoon in the 70s was intentionally written for six year olds. In actuality, I think this episode was written for all manner of ages and intellectually ""One of Our"" has meat on its bones. I love that care was given to the stories during the cartoon's run, as serious dilemmas develop where Kirk and his crew must solve within a small window of time. Here in this episode he has like three hours before the cloud reaches the planet, must contend with antimatter that could explode the ship upon even slight impact, contemplate killing an intelligent life form in order to save millions more, come up with a solution to the energy drained from the Enterprise the longer they remain in the cloud, and consider Spock mind-melding with the cloud in the hopes of talking it out of eating planets containing living beings (and convincing it to return to where it came from). There's an actual mind meld where the cloud enters Spock's body, with Kirk and crew allowing it to see what dies due to its consuming of planetary bodies, with Spock and the cloud actually conversing with each other. Scotty comes up with an ingenious plan to use the antimatter and pieces of the consumed planet (that was uninhabited, which allowed the Enterprise crew to detect the cloud in the first place) as matter to help power the Enterprise.This episode kept coming up with surprises and has so much active plot development; I was always captivated by the construction and conclusion. What an intelligently written show. How the cloud's anatomy is compared to a human's (the use of Dr McCoy is exceptional), and the grueling obstacle of the Prime Directive in terms of killing an intelligent life form further enhance this excellent animated episode which deserves to stand proud alongside its live action big brother.",8
1,"""Star Trek"" One of Our Planets Is Missing (TV Episode 1973)",Rather familiar but with a totally silly ending.,"This episode of the animated ""Star Trek"" is very reminiscent of several other Trek episodes--particularly ""The Doomsday Machine"" and especially ""The Immunity Syndrome"". Because of its familiarity, Trekkies will probably like it since it seems much more like a real Trek show than the previous episodes. On the other hand, it's not exactly original and the ending is pretty stupid.There's a planet-eating cloud in space. It's going to eat Mantilles and kill millions unless the Enterprise can stop it. But there is a problem--the Prime Directive doesn't want Federation craft killing other life--and the cloud is alive! So what will they do? Yup-- call on Spock to do a mild meld with this thingie and ask it to leave, of course! You just have to see this part of the show--it's unintentionally funny.I gave this one a 5 because like all these cartoons, the animation totally sucks and the story idea not exactly original.",5
2,"""Star Trek"" One of Our Planets Is Missing (TV Episode 1973)","Vintage ""Old"" Star Trek","This is the tired old plot line that was used about six times in the original series. There is a life force out there that needs energy to survive. The Enterprise encounters a cloud that is ""eating"" everything in its path. Unfortunately, one of the things is a planet with millions of people on it. They will all die when the planet is consumed. The ship must negotiate the inside of the thing and avoid touching the walls. It would cause an explosion and destroy the ship. Since this cloud is sentient, what can Enterprise do to make it understand their plight? Sadly, the solution is tired and far-fetched, to say the least. I imagine some of these plots were thrown together with a deadline in sight.",6
3,"""Star Trek"" One of Our Planets Is Missing (TV Episode 1973)",""" the opening on the other side ""","Umm so make it to the backside of the "" cloud"", yup and where is food expelled ? Okay that aside it seems that STOP HERE SPOILER!
IT seems that a mind meld w such a great being would damage Spock. 🤔",6
4,"""Star Trek"" One of Our Planets Is Missing (TV Episode 1973)",Spock's Mindmeld Saves the Day Again,"In ""One of Our Planets is Missing"", the Enterprise runs across a bizarre cloud-like creature moving across the galaxy eating up planets and turning them into energy as it goes. It is soon coming across an inhabited Federation planet that doesn't have enough time to evacuate its population. Kirk and the crew must figure out a way to stop the cloud before it's too late.The Enterprise gets too close and is engulfed by the cloud which has some strange kind of digestive system they are passing through. Kirk considers blowing up the Enterprise and taking the cloud down with it but first Spock tries a mindmeld with the cloud. The cloud learns about our civilization; we're like ants compared to it and wasn't even aware of our existence. Spock convinces it to leave and saves the day.Other reviews on here have succinctly covered it: this is a tired plot for this show. They've done similar ones over and over again. The only difference with this one is that it's animated (and poorly at that). The only part I enjoyed was the inclusion of a speaking role for my man Arex. Besides that, extremely skippable.",4
0,"""Star Trek"" The Lorelei Signal (TV Episode 1973)",Uhura in Charge,"In ""The Lorelei Signal"" a strange distress call irresistibly attracts the men of the Enterprise to an uncharted planet. The planet is inhabited by a race of gorgeous females who use the males to suck the life force from their bodies. Uhura is forced to take command and rescue her male colleagues from the trap as the men begin to rapidly age. Some quick thinking by Spock and Scotty restore the men back to full health and the planet's civilization is destroyed, the women relocated.First off, the good parts. I like the idea of space sirens. Sure, it's just cribbing off of mythology but Star Trek always does that. The super cool part of this episode is Uhura being in charge for the first time in any ST episode. I guess technically T'Pol's probably the first woman in control of a starship chronologically but it's cool they did this female empowerment back in the 70's.Besides these two points though, there's not much else to laud here. The animation is boring as ever. Some of the plot doesn't make sense. (The women are searching for the hiding men but don't think to use the magic computer for help until Uhura asks them). And the second half is a bit of a exposition mess.Still worth watching for Uhura in charge though.",6
1,"""Star Trek"" The Lorelei Signal (TV Episode 1973)",Girl power...go Captain Uhura!,"This story is obviously inspired by the Germanic myth of the Lorelei--sexy sirens who lure in ships to their deaths. There's even a statue to this supposed siren on the Rhine River in Germany. There also is a similarity to the old myth about the lotus eaters-- so whoever wrote this episode was obviously inspired by these ancient stories.The Enterprise nears a planet peopled by women who somehow exude sexiness. The men, even Spock, are disabled by this and the women suck away the life juices of the men--and the guys seem oblivious to it. So, it's up to the girls of Enterprise, led by Captain Uhura, to kick butt and stop these evil she-vixens. If you think about it, this episode seems an awful lot like a porno film minus the sex! It's mildly entertaining but, as usual, the animation is pure crap--the absolute nadir of 1970s TV animation.",5
2,"""Star Trek"" The Lorelei Signal (TV Episode 1973)",Where's Zsa Zsa?!,"A planet populated by women who regain their strength by sapping the energy of men. They use a siren call that seems irresistible. The males, who run things on the Enterprise, end up on this planet. All the women are beautiful and sultry. It turns out as they take on the men, the guys lose their essence. It then causes them to age, so Leonard, Jim, and Spock are showing some wrinkles and spend their days sleeping in order to return with some strength. This is a showplace for the women on the bridge who need to come to the rescue. A dumb premise and a dumb episode.",5
0,"""Star Trek"" More Tribbles, More Troubles (TV Episode 1973)","Bigger, pinker... and not as good","Plot; The Enterprise crew once again find themselves knee-deep in Tribbles.This is sequel to the live action episode in every sense of the word. It was even written by David Gerrold. The tone here is a bit darker, at least initially, with the Klingons having a deadly new super weapon, but as the episode goes along it lightens up substantially.It never quite reaches the merriment of the original episode, but I was impressed by the sophisticated nature of the storytelling in an animated episode. I also really loved the animation. The articulation and movements are a bit limited, but the character models are fantastic, perfectly capturing their real world counterparts.This was apparently going to be a season 3 episode from the live action series, but was ultimately dropped when Roddenberry's exit helped usher in large budgetary cuts.The actors from the original ST series reprise their roles here, save for Chekov, who wasn't in the animated series. Also returning was Stanley Adams as Cyrano Jones, the Tribble salesman.",6
1,"""Star Trek"" More Tribbles, More Troubles (TV Episode 1973)","Great Story, Terrible Animation!","All 22 (or so) animated Star Trek Episodes were well-written with voices from most of the original series actors, but, oh, that bad animation! Basically a moving ""storyboard"" with minimal movement, from the ""Clutch-Cargo"" (only the mouths move) and Hanna-Barbara school of ""short-hand"" animation. Almost like watching a ""scanned"" comic strip or linked still-pictures! Also, you could tell that the whole thing was produced like a ""radio-play"" as there was no interaction and very little humor in the series. Not even the original music! Indeed, all the actors never sat down together at the same time to record their lines! Saved from being unwatchable garbage by the fact that Gene Roddenberry had a hand in the production. Originally, every major character was to have a ""Jr."" sidekick in uniform--what an incredibly stupid idea! However, it was food for the ""starving Star Trek fans"" until the many movies and spin-offs followed. As noted, good story, bad animation! As for the story, see a much better produced ""Tribbles"" reprise on a much superior (and funnier) live-action ""Deep Space Nine"" episode!",7
2,"""Star Trek"" More Tribbles, More Troubles (TV Episode 1973)",Another lousy episode...but with tribbles.,"I realize that ANY episode in the Trek shows that features tribbles will be adored by most die-hard Trekkies. I guess my love of decent animation and good writing exceed my love for Star Trek and I'd consign this to the category for fans only!When the show begins, the Enterprise is on some mission about 'quintrotritacle'--why it wasn't called 'quatrotriticale' like it was in ""The Trouble With Tribbles"" is beyond me. Along the way, they come upon a Klingon ship trying to destroy a shuttle. The Enterprise unwisely intervenes and finds the ship piloted by Cyrano Jones (Stanley Adams once again) and it's stuffed with sterilized tribbles. What follows is pretty much what you'd expect...and is totally unnecessary. Mildly interesting at best and filled with giant PINK tribbles.",5
3,"""Star Trek"" More Tribbles, More Troubles (TV Episode 1973)",Thanks but No Thanks,"In ""More Tribbles, More Troubles"", while delivering grain to a starving planet, the Enterprise runs across a Klingon craft attacking a small Federation ship. The Enterprise rescues the inhabitant as the ship is destroyed. The Klingon claims the occupant was a saboteur. It turns out to be everyone's favorite Tribble salesman, Cyrano Jones. He's bioengineered Tribbles to not reproduce and is again selling them as pets. The only problem is that they now grow exponentially and are crowding the ship.The Klingons have a new weapon that freezes the Enterprise in statistics but leaves the Klingon vessel extremely low-powered. The Enterprise use two automated crafts to distracte the Klingons. They also beam aboard the Tribbles which Klingons hate. In the end, it turns out Jones stole a Tribble predator the Klingons had created. Kirk gives it back to them and the two go their separate ways.I wasn't a huge fan of the Tribbles the first time around (I'm in the minority, I know). This time around it's even worse. The story is a bit dumb and it seems like the creators are playing their greatest hits record to try to drum up interest in the show. But this is definitely the low point of the handful of episodes so far.",2
4,"""Star Trek"" More Tribbles, More Troubles (TV Episode 1973)",Prizes at a County Fair,The Klingons move in and chase good old Cyrano Jones in a cruiser. After destroying his little ship the Enterprise is inundated with tribbles. They need to be gotten rid of because of their voracious appetites. They are attracted to grain and can never get their fills. This episode is another one that substitutes decent writing and imaginative plot lines for cuteness. For some reason the original episode was one of the more popular. It was attractive to people who didn't really care for science fiction. This does nothing to improve on the whole tribble thing.,5
0,"""Star Trek"" The Survivor (TV Episode 1973)","Could be the forerunner to Deep Space Nine's ""Odo""","""The Survivor"" is one of the best episodes in the short history of the animated sequel to Gene Roddenberry's classic series. It tells that tale of the surprise rescue of a well-known space trader, Carter Winston, who has been missing for five years. The ""survivor"" comes aboard the Enterprise, much to the surprise to his fiancé who had long given up the thought of marrying him.Winston, however, has no interest in rekindling the romance, much to the fiancé's disappointment. Also, Dr. McCoy's examination of Winston reveals some inconsistencies that the medical expert can't figure out.Soon, Winston is revealed to be a Vendorian, a race of shape-shifters. The shape-shifter cared for the real Winston until his death. Feeling a bond with the late traveler, the creature decided to assume Winston's identity.The story opens up all sorts of possibilities, chief among them would inter-species relationships when Winston's fiancé finds herself attracted to the Vendorian, even after finding out his true identity.The creature itself could be considered a precursor to the shape-shifting Odo from ""Star Trek: Deep Space Nine."" The episode also stands out as one of the few that utilized a ""guest star"" in the form of Ted Knight as Carter Winston/The Vendorian. The budget-conscious series frequently utilized the talents of regular cast members Nichelle Nichols, James Doohan, George Takei, and Majel Barrett as other characters as well.",9
1,"""Star Trek"" The Survivor (TV Episode 1973)",Stupid woman.....,"This is yet another episode of the horribly animated ""Star Trek"" cartoon series. While the 1960s and 70s were a terrible time for animation, the horrid quality of this show sets it apart--being even crappier than the stuff coming from Hanna-Barbera! With slide show- like animation, it's hard to imagine much worse!When the show begins, somehow the Enterprise locates Carter Winston- -a famous explorer who's been lost for several years. However, soon it becomes apparent that it's NOT Winston--it's something more akin to Squiddly Diddly! But this squid-like being can assume all sorts of forms--human and non-human as well as non-living! But when the creature takes them into the Neutral Zone and the Romulans show up, the crew is forced to deal with TWO menaces at the same time. This is a fair episode but suffers not just from the craptastic animation but the female guest character who is an idiot. I assume if the show had been made today, in addition to better animation it would also feature a female character who isn't dumber than a zucchini.",4
2,"""Star Trek"" The Survivor (TV Episode 1973)",Master of Disguise,"In ""The Survivor"", the Enterprise runs across a damaged ship near the Romulan Neutral Zone. It's sole occupant, famous philanthropist Carter Winston, has been missing for 5 years. His wife is aboard the Enterprise on the security team. But something is slightly off about Carter.It turns out Carter is actually an imposter, a shapeshifting creature known as a Vendorian. The alien can change into basically everything and later impersonates Kirk (to lead the Enterprise into Romulan territory) and Bones. It is secretly working for the Romulans so they can take control of the Enterprise. But it has been Carter so long that it starts to feel bad about betraying Carter's wife and friends. It defends the Enterprise from a Romulan attack and the Enterprise escapes. The Vendorian is arrested and must go to Federation trial.Most of this episode was a fun enough ride but the ending fell flat for me. This is an alien from a race that is in quarantine from the Federation because its people are deceitful with their abilities. This one takes a job with the Romulans and then has a change of heart because he's pretended to be something so long that he became it? I just don't buy it.It seemed like the episode set up Anne to be the one to take this imposter down. Instead, she falls for him! It just felt like a lame conclusion.I did enjoy the appearance of M'Ress though. Got a love a new weird race to add to the Star Trek mythos. It won't be the last we see of the Caitians.",4
3,"""Star Trek"" The Survivor (TV Episode 1973)",Not Much Here,"This is a pretty lame offering. A famous explorer and philanthropist who has been missing for five years shows up in a disabled spacecraft. He is brought aboard, but there are some questions about him. On board, in all the gin joints, etc, is his long suffering fiancée. She is really about as sharp as a bowling ball. She goes to see her beloved and he tells her there is nothing left between them. We then find out that the thing is some sort of octopus shape-shifter who can turn himself into anything he wants. He is a spy for the Romulans, who have been using him to get the Enterprise into the neutral zone. The plot is bad enough, but the portrayal of this woman is really insulting. She cares about him even after she sees he is an intergalactic octopus.",4
0,"""Star Trek"" The Infinite Vulcan (TV Episode 1973)","Intelligent Plants, a 40 foot clone of Spock and an outcast for the eugenic wars.","The crew beam down to the planet Filos inhabited by intelligent plants. Sulu is bitten by a Replaw plant, which injects a deadly poison into him, a talking plant called Agmar then administers an Antidote that saves Sulu.Flying plants then Kidnap Spock and Agmar he is being taken to ""the master"" as Spock is a ""perfect specimen"". Agmar then introduces Kirk to Dr Stavos Kaniculus 5 a clone of a survivor from the eugenics war who is 40 feet tall.Kaniculus then clones a 40 foot Spock, leaving the original close to death. Kaniculus reveals that he and ""Spock 2"" will roam the galaxy to enforce peace. With Spock close to death Kirk manages to persuade Kaniculus that peace already exists and Spock 2 then mind-melds with Spock to revive him.Kaniculus and ""Spock 2"" agree to remain on the planet and help the intelligent plant rebuild their society.This was written by Walter Koenig and is quite honestly a terrible plot that makes no sense. To think that there is a 50 foot Spock clone who turned into a gardner is just beyond comprehension.Worst episode of TAS I have seen (so far!)",2
1,"""Star Trek"" The Infinite Vulcan (TV Episode 1973)","""I'm not sure I can take too much of this...""","The animated ""Star Trek"" series sucked in many ways. However, often the scripts were decent enough you could almost ignore that the animation was drawn by chimps. Well, in the case of ""The Infinite Vulcan"" you have the worst of both worlds--terrible animation and an incredibly dopey story--one written by Walter Koenig and Gene Roddenberry!When I try to explain the plot, bear with me. This is because I really have no idea what I saw and the story is an incomprehensible mess! The crew land on a planet ruled by sentient plants and their leader is a giant clone of a crazy plant-lover from over two centuries ago! His plan was to invade the galaxy and impose peace on everyone. Now, for no real reason, they abduct Spock and try to make a giant Spock to rule over everyone. Huh?!This is just crap...total crap. I don't know how the voice actors could even utter such dopey lines as you'll hear in this one and my suggestion is that you take heed from the summary--which was spoken by Dr. McCoy during the episode!",1
2,"""Star Trek"" The Infinite Vulcan (TV Episode 1973)",Spock and the Plant People,"In ""The Infinite Vulcan"", the Enterprise visits a vegetated planet where Sulu gets stung a poisonous plant. A group of sentient, advanced plants save Sulu and take the group to their civilization. A flock of birds kidnap Spock for the planet people. It's all a ploy from the genetic clone of a human from the Eugenics Wars who landed on this planet to make a race of superhumans to enforce peace upon the galaxy. But in the meantime, peace was found through the founding of the Federation.Spock's brain and thoughts is transferred to a giant Spock clone. Giant Spock realizes that this is not right and does a Vulcan mindmeld to return Spock's consciousness to him before little Spock dies. The giant human mad scientist clone and giant Spock clone decide to stay on the planet and continue to experiment to help the vegetable people with their problems.Dumb. Dumb dumb dumb! The plot makes no sense. The idea of a giant Spock out there roaming somewhere is hysterical though, I'll give you that. But nothing else here is worth much. The concept of plant people is fun; I understand why Gene liked it. But they don't really serve too much of a purpose here unfortunately. Probably the worse episode of ST:TAS thus far.",2
3,"""Star Trek"" The Infinite Vulcan (TV Episode 1973)",Just Make It Up As You Go,"This animated series seems to be getting worse as it goes along. The guys go to a planet that is inhabited by plants that move around. Sulu picks up a plant with his bare hands (a little stupid considering it's an alien planet). He would be killed except the walking, talking plants save him. Then we find out the place is being run by some big human who is the fifth clone of some other guy. He has some plans for the master race and kidnaps Spock using dragons with corkscrews. Then McCoy creates a plant spray and..... I can't even try to explain what happens. This has got to be about as ridiculous as one can get. I know this was Saturday morning stuff, but it pretends to have an intelligent basis. It's as if some writers were in a room with about an hour to put together a plot and they turned in the first draft.",2
0,"""Star Trek"" The Magicks of Megas-Tu (TV Episode 1973)",Missing the point,"I think the other reviewer missed the point. This is not a pro-Satan episode; rather, it denies Satan exists at all. To Kirk, Lucien is just another alien being, not a supernatural force; and the religious stories demonizing him into the embodiment of evil are dismissed as mere outmoded superstitions. The ""magick"" is revealed not to be supernatural at all, but simply the physics of that region of space.That a Saturday morning cartoon show, nominally for children, had the guts to tackle a subject of this weight is astonishing. The episode encourages its viewers to question dogma and reject superstition. It's not pro-Satan, just pro-freethinking - though I don't doubt that some parents would call those the same thing, sad to say.",10
