,show_sea_ep,ep_title,airdate,synopsis,IMDB_ID,IMDB_user_rating,num_IMDB_usr_rtgs,season,episode,series,year
95,Star Trek: Deep Space Nine - Season 3 - 26,The Adversary,1995-06-19,"The Defiant is off to show the Federation's presence to the new Tzenkethi government. While underway the ship malfunctions and repeated instances leads Sisko to believe a changeling's onboard, engaging in sabotage.",https://www.imdb.com/title/tt0708612,8.3,1126,3,26,DS9,1995
96,Star Trek: Deep Space Nine - Season 4 - 1,The Way of the Warrior,1995-10-02,Sisko becomes uncomfortable when the Klingons station a task force to help defend against the Dominion. Worf is summoned to find out their true intentions.,https://www.imdb.com/title/tt0394906,9.1,1608,4,1,DS9,1995
97,Star Trek: Deep Space Nine - Season 4 - 2,The Visitor,1995-10-09,"Melanie, an aspiring writer, wants to know why Jake Sisko stopped writing at 40. Jake tells how his father died in an accident and then suddenly reappeared.",https://www.imdb.com/title/tt0708645,9.2,2355,4,2,DS9,1995
98,Star Trek: Deep Space Nine - Season 4 - 3,Hippocratic Oath,1995-10-16,Bashir is asked to help a group of renegade Jem'Hadar break their addiction to ketracel white. Meanwhile Worf is dissatisfied with the way Odo runs security.,https://www.imdb.com/title/tt0708547,7.8,1140,4,3,DS9,1995
99,Star Trek: Deep Space Nine - Season 4 - 4,Indiscretion,1995-10-23,"Kira and Gul Dukat go after the lost prison ship Ravinok. Dukat has a secret. Meanwhile Kasidy Yates tries to find work near Bajor, leaving Sisko uncomfortable.",https://www.imdb.com/title/tt0708558,7.8,1110,4,4,DS9,1995
100,Star Trek: Deep Space Nine - Season 4 - 5,Rejoined,1995-10-30,"Lenara Kahn, the new host of the wife of Dax's former host Torias, comes to the station. While they're not allowed to renew their relation, there's still a spark.",https://www.imdb.com/title/tt0708588,7.1,1196,4,5,DS9,1995
101,Star Trek: Deep Space Nine - Season 4 - 6,Starship Down,1995-11-06,A damaged Defiant must play a dangerous game of cat-and-mouse with two Jem'hadar ships inside a gas giant.,https://www.imdb.com/title/tt0708605,7.8,1106,4,6,DS9,1995
102,Star Trek: Deep Space Nine - Season 4 - 7,Little Green Men,1995-11-13,"Quark and Rom take Nog to Earth and Starfleet Academy, but a malfunction with the ship takes the crew back in time, to Roswell, New Mexico in 1947.",https://www.imdb.com/title/tt0708565,8.6,1414,4,7,DS9,1995
103,Star Trek: Deep Space Nine - Season 4 - 8,The Sword of Kahless,1995-11-20,"Worf, Dax and the Klingon Dahar master Kor set out to find an ancient lost relic: the Sword of Kahless.",https://www.imdb.com/title/tt0708644,7.1,1086,4,8,DS9,1995
104,Star Trek: Deep Space Nine - Season 4 - 9,Our Man Bashir,1995-11-27,"When a transporter emergency turns the command crew into holosuite characters, Bashir's James Bond fantasy takes on a deadly reality.",https://www.imdb.com/title/tt0708573,8.1,1242,4,9,DS9,1995
105,Star Trek: Deep Space Nine - Season 4 - 10,Homefront,1996-01-01,Sisko travels to Earth when a bombing at a Federation conference is determined to be the work of Changelings.,https://www.imdb.com/title/tt0708549,8.4,1174,4,10,DS9,1996
106,Star Trek: Deep Space Nine - Season 4 - 11,Paradise Lost,1996-01-08,"When Starfleet institutes martial law to combat the Changeling Menace, Sisko begins to question if the Dominion is the real threat.",https://www.imdb.com/title/tt0708575,8.4,1166,4,11,DS9,1996
107,Star Trek: Deep Space Nine - Season 4 - 12,Crossfire,1996-01-29,"First Minister Shakaar visits the station, despite a threat of assassination. He falls in love with Kira much to Odo's dismay.",https://www.imdb.com/title/tt0708521,7.3,1072,4,12,DS9,1996
108,Star Trek: Deep Space Nine - Season 4 - 13,Return to Grace,1996-02-05,"Dukat returns, stripped of his prestige, to escort Kira to a Cardassian conference about the Dominion. But an attack by a Klingon raider may give Dukat a chance to redeem himself in the eyes of his government.",https://www.imdb.com/title/tt0708590,7.9,1064,4,13,DS9,1996
109,Star Trek: Deep Space Nine - Season 4 - 14,Sons of Mogh,1996-02-12,"Worf's brother Kurn asks him to perform a death rite to regain his lost honor. Meanwhile, Kira and O'Brien investigate Klingon activity near the Bajoran border.",https://www.imdb.com/title/tt0708641,7.4,1044,4,14,DS9,1996
110,Star Trek: Deep Space Nine - Season 4 - 15,Bar Association,1996-02-19,"Unfair working conditions and pay cuts cause Rom to organize a union of the employees of Quark's Bar. Meanwhile, Worf still finds it hard to settle on the station.",https://www.imdb.com/title/tt0708503,7.5,1084,4,15,DS9,1996
111,Star Trek: Deep Space Nine - Season 4 - 16,Accession,1996-02-26,A man claiming to be the emissary comes through the wormhole. Sisko is happy to give up his position. Meanwhile Keiko returns and O'Brien stops spending time with Bashir.,https://www.imdb.com/title/tt0708497,7.3,1017,4,16,DS9,1996
112,Star Trek: Deep Space Nine - Season 4 - 17,Rules of Engagement,1996-04-08,"When Worf destroys a civilian shuttle during an engagement with the Klingons, an extradition hearing is held to see if he must face charges.",https://www.imdb.com/title/tt0708594,7.4,1074,4,17,DS9,1996
113,Star Trek: Deep Space Nine - Season 4 - 18,Hard Time,1996-04-15,O'Brien tries to re-integrate to life on the station after serving 20 years in a virtual prison.,https://www.imdb.com/title/tt0708545,8.4,1240,4,18,DS9,1996
114,Star Trek: Deep Space Nine - Season 4 - 19,Shattered Mirror,1996-04-22,"When the Mirror Universe counterpart of Sisko's deceased wife lures Jake to the other side, Sisko must follow and help the Terran resistance against the Alliance forces.",https://www.imdb.com/title/tt0708602,7.3,1034,4,19,DS9,1996
115,Star Trek: Deep Space Nine - Season 4 - 20,The Muse,1996-04-29,A mysterious woman approaches Jake about his future as a writer. Odo promises to do whatever it takes to help Lwaxana Troi keep her baby over the father's wishes - even if it means marrying her himself.,https://www.imdb.com/title/tt0708631,5.7,1069,4,20,DS9,1996
116,Star Trek: Deep Space Nine - Season 4 - 21,For the Cause,1996-05-06,Sisko must face betrayal when evidence surfaces that Kasidy is smuggling for the Maquis. Meanwhile Garak makes acquaintance with Ziyal.,https://www.imdb.com/title/tt0708543,7.9,1083,4,21,DS9,1996
117,Star Trek: Deep Space Nine - Season 4 - 22,To the Death,1996-05-13,A renegade group of Jem'Hadar plunders Deep Space Nine. Sisko agrees to a combat operation with loyal Jem'Hadar to prevent the renegades completing a planetary gateway.,https://www.imdb.com/title/tt0708653,8.2,1106,4,22,DS9,1996
118,Star Trek: Deep Space Nine - Season 4 - 23,The Quickening,1996-05-20,Bashir tries to help a planet in the grips of a Dominion-engineered plague that guarantees a painful death.,https://www.imdb.com/title/tt0708634,7.7,1064,4,23,DS9,1996
119,Star Trek: Deep Space Nine - Season 4 - 24,Body Parts,1996-06-10,"Quarks hears on Ferenginar he is going to die. Rom convinces him to sell his remains. After an accident, Bashir has to move Keiko's baby to Kira's womb.",https://www.imdb.com/title/tt0708508,7.6,1056,4,24,DS9,1996
120,Star Trek: Deep Space Nine - Season 4 - 25,Broken Link,1996-06-17,Odo is suddenly struck by illness. He is barely able to hold shape. Bashir and Odo see no other alternative than going to the Founders. Garak wants to come along.,https://www.imdb.com/title/tt0708509,8.3,1079,4,25,DS9,1996
121,Star Trek: Deep Space Nine - Season 5 - 1,Apocalypse Rising,1996-09-30,"With the war between Klingons and Federation intensifying, Sisko must make a plan to expose Gowron as a changeling. Odo is still having trouble with becoming a solid.",https://www.imdb.com/title/tt0708499,8.4,1133,5,1,DS9,1996
122,Star Trek: Deep Space Nine - Season 5 - 2,The Ship,1996-10-07,The crew is forced to retreat in a crashed Jem'Hadar ship after an attack by the Jem'Hadar. They get the feeling there's something very important about this ship.,https://www.imdb.com/title/tt0708638,8.1,1135,5,2,DS9,1996
123,Star Trek: Deep Space Nine - Season 5 - 3,Looking for par'Mach in All the Wrong Places,1996-10-14,"While Worf helps Quark to pursue his former wife Grilka, O'Brien and Kira grow uncomfortably close to each other.",https://www.imdb.com/title/tt0708566,7.8,1135,5,3,DS9,1996
124,Star Trek: Deep Space Nine - Season 5 - 4,...Nor the Battle to the Strong,1996-10-21,"Jake, reporting from the front lines, sees what war truly is.",https://www.imdb.com/title/tt0708493,7.7,1095,5,4,DS9,1996
125,Star Trek: Deep Space Nine - Season 5 - 5,The Assignment,1996-10-28,An alien entity has possessed Keiko's body and is holding it hostage until O'Brien completes an assignment for it.,https://www.imdb.com/title/tt0708615,7.4,1022,5,5,DS9,1996
126,Star Trek: Deep Space Nine - Season 5 - 6,Trials and Tribble-ations,1996-11-04,Sisko tells two men from Temporal Investigations how he and his crew went back in time to when Captain James Kirk of the first Starship Enterprise exposed a Klingon spy with the help of Tribbles.,https://www.imdb.com/title/tt0708655,9.4,2225,5,6,DS9,1996
127,Star Trek: Deep Space Nine - Season 5 - 7,Let He Who Is Without Sin...,1996-11-11,"While vacationing on Risa, Worf and Dax meet a group of fundamentalist protesters who claim that the Federation has gone soft.",https://www.imdb.com/title/tt0708563,5.6,1122,5,7,DS9,1996
128,Star Trek: Deep Space Nine - Season 5 - 8,Things Past,1996-11-18,"Sisko, Dax, Odo and Garak find themselves in the past when the Cardassians controlled the station, and a crime that Odo investigated may be the key.",https://www.imdb.com/title/tt0708649,7.6,1065,5,8,DS9,1996
129,Star Trek: Deep Space Nine - Season 5 - 9,The Ascent,1996-11-25,"When Odo and Quark crash land, they must put aside their differences to climb a mountain to signal for help. Jake and Nog try to be roommates, but their different styles clash.",https://www.imdb.com/title/tt0708614,7.6,1052,5,9,DS9,1996
130,Star Trek: Deep Space Nine - Season 5 - 10,Rapture,1996-12-30,"Sisko begins having visions that may show him how to best help Bajor, but they're killing him.",https://www.imdb.com/title/tt0708587,7.4,1035,5,10,DS9,1996
131,Star Trek: Deep Space Nine - Season 5 - 11,The Darkness and the Light,1997-01-06,A mysterious assassin begins wiping out all the members of Kira's old resistance cell.,https://www.imdb.com/title/tt0708620,7.0,1027,5,11,DS9,1997
132,Star Trek: Deep Space Nine - Season 5 - 12,The Begotten,1997-01-27,"The discovery of an infant Changeling gives Odo a chance to correct what he sees as the ""mistakes"" in his upbringing. But as Starfleet's pressure for results grows, he has to turn to his ""father,"" Dr. Mora",https://www.imdb.com/title/tt0708616,7.9,1073,5,12,DS9,1997
133,Star Trek: Deep Space Nine - Season 5 - 13,For the Uniform,1997-02-03,"When the traitorous Eddington returns, Sisko will go to any lengths to capture him.",https://www.imdb.com/title/tt0708544,8.0,1116,5,13,DS9,1997
134,Star Trek: Deep Space Nine - Season 5 - 14,In Purgatory's Shadow,1997-02-10,"A coded message from the Gamma Quadrant leads Garak to believe his mentor, Enabran Tain, is still alive. He and Worf seek him out, only to discover something much worse: a Dominion invasion fleet poised to attack the Alpha Quadrant.",https://www.imdb.com/title/tt0708554,8.9,1261,5,14,DS9,1997
135,Star Trek: Deep Space Nine - Season 5 - 15,By Inferno's Light,1997-02-17,The station readies for a Dominion attack. Worf and Garak meet some unexpected friends in a Dominion Prison camp.,https://www.imdb.com/title/tt0708511,8.9,1266,5,15,DS9,1997
136,Star Trek: Deep Space Nine - Season 5 - 16,"Doctor Bashir, I Presume",1997-02-24,"Dr. Bashir is selected to be the model for the next-generation of Emergency Medical Hologram (EMH). But he balks when his parents are invited to the station to be interviewed by the EMH programmer, Dr. Zimmerman. There is a dark secret in his family that he's afraid that his parents will reveal.",https://www.imdb.com/title/tt0708527,7.9,1107,5,16,DS9,1997
137,Star Trek: Deep Space Nine - Season 5 - 17,A Simple Investigation,1997-03-31,Odo (Rene Auberjonois) becomes romantically attached to a woman (Dey Young) working with the Orion Syndicate.,https://www.imdb.com/title/tt0708495,6.7,1005,5,17,DS9,1997
138,Star Trek: Deep Space Nine - Season 5 - 18,Business as Usual,1997-04-07,Quark must wrestle with his conscience when he becomes involved with arms merchants.,https://www.imdb.com/title/tt0708510,7.4,999,5,18,DS9,1997
139,Star Trek: Deep Space Nine - Season 5 - 19,Ties of Blood and Water,1997-04-14,"When a Cardassian official (Lawrence Pressman), who thinks of Kira (Nana Visitor) as his daughter, is dying, he agrees to reveal all he knows to her. But the experience dredges up Kira's memories of her own father's (Thomas Kopache) death.",https://www.imdb.com/title/tt0708651,7.3,977,5,19,DS9,1997
140,Star Trek: Deep Space Nine - Season 5 - 20,Ferengi Love Songs,1997-04-21,Quark doesn't know whether to be panicked or overjoyed when he learns that his mother is the new lover of the Grand Nagus.,https://www.imdb.com/title/tt0708541,6.8,984,5,20,DS9,1997
141,Star Trek: Deep Space Nine - Season 5 - 21,Soldiers of the Empire,1997-04-28,Dax and Worf accompany Martok on his first command since being held by the Dominion. But the ship they are given hasn't seen victory in months and the crew is near mutinous.,https://www.imdb.com/title/tt0708603,7.8,1039,5,21,DS9,1997
142,Star Trek: Deep Space Nine - Season 5 - 22,Children of Time,1997-05-05,"The DS9 crew discovers a small colony on a remote world that was originally populated by them 200 years earlier due to a time-travel accident with the Defiant. The current colonists lives depend on making sure that accident happens again, even though they've now forwarned the crew that it will happen. Each crew member needs to decide if they are willing to give up their lives on DS9 in order to preserve the history of the colony.",https://www.imdb.com/title/tt0708516,8.1,1192,5,22,DS9,1997
143,Star Trek: Deep Space Nine - Season 5 - 23,Blaze of Glory,1997-05-12,"Driven to desperation by the Dominion, the Maquis launch a massive bio-weapons strike towards Cardassia. Sisko must trust the traitor Eddington to try to stop them.",https://www.imdb.com/title/tt0708506,7.6,996,5,23,DS9,1997
144,Star Trek: Deep Space Nine - Season 5 - 24,Empok Nor,1997-05-19,"While salvaging components from DS9's sister station, the crew run afoul of a ""surprise"" left behind by the Cardassians.",https://www.imdb.com/title/tt0708532,7.9,1058,5,24,DS9,1997
145,Star Trek: Deep Space Nine - Season 5 - 25,In the Cards,1997-06-09,"Jake and Nog go through hell and high water, from participating in an auction to dealing with the Dominion, to receiving a Willie Mays baseball card, all in order to cheer up the war-fatigued Captain Sisko.",https://www.imdb.com/title/tt0708555,7.9,1074,5,25,DS9,1997
146,Star Trek: Deep Space Nine - Season 5 - 26,Call to Arms,1997-06-16,"With the continuing battalions of Jem'Hadar entering the Alpha Quadrant in preparation for war, Sisko decides to mine the wormhole to prevent further troop movement. This provokes a confrontation between the Dominion and the Federation, forcing Sisko to abandon DS9.",https://www.imdb.com/title/tt0708512,9.1,1267,5,26,DS9,1997
147,Star Trek: Deep Space Nine - Season 6 - 1,A Time to Stand,1997-09-29,"Borrowing a captured Jem'Hadar attack ship, Sisko and crew embark on a mission to destroy the hidden base where all of the ketracel-white is stored for the entire Alpha Quadrant.",https://www.imdb.com/title/tt0708496,8.6,1156,6,1,DS9,1997
148,Star Trek: Deep Space Nine - Season 6 - 2,Rocks and Shoals,1997-10-06,"Sisko and his crew crash on a barren world when their commandeered Jem'Hadar ship is shot down. They encounter Jem'Hadar who crashed there earlier, and have taken Nog and Garak hostage in exchange for medical aid for their Vorta overseer.",https://www.imdb.com/title/tt0708592,8.6,1235,6,2,DS9,1997
149,Star Trek: Deep Space Nine - Season 6 - 3,Sons and Daughters,1997-10-13,"Serving with his recruit son aboard a Klingon vessel, Worf finds his relationship with his son strained. Meanwhile, strained relationships abound on DS9 between Major Kira and Gul Dukat.",https://www.imdb.com/title/tt0708604,7.1,1036,6,3,DS9,1997
150,Star Trek: Deep Space Nine - Season 6 - 4,Behind the Lines,1997-10-20,"After forming an attack plan on the Dominion, Sisko relinquishes command of the Defiant to Dax after accepting a promotion. On DS9, the resistance faces discovery when Odo links with another changeling.",https://www.imdb.com/title/tt0708505,8.0,1061,6,4,DS9,1997
151,Star Trek: Deep Space Nine - Season 6 - 5,Favor the Bold,1997-10-27,"Sisko mounts an attack to re-take DS9, while Rom faces charges as an enemy of the Dominion state.",https://www.imdb.com/title/tt0708540,8.7,1148,6,5,DS9,1997
152,Star Trek: Deep Space Nine - Season 6 - 6,Sacrifice of Angels,1997-11-03,"The Federation attacks DS9 in hopes of keeping the mine field at the wormhole intact, while the Dominion waits entrance to the Alpha Quadrant from the other side.",https://www.imdb.com/title/tt0708595,9.1,1318,6,6,DS9,1997
153,Star Trek: Deep Space Nine - Season 6 - 7,You Are Cordially Invited...,1997-11-10,"Suddenly desiring to wed within the week on DS9, Worf and Jadzia go through their own Klingon rituals: Worf on a four day bachelor party with the male members of the crew & Jadzia deals with her prospective mother-in-law, who totally opposes the idea of ""an alien"" marrying into her Klingon household.",https://www.imdb.com/title/tt0708667,7.5,1083,6,7,DS9,1997
154,Star Trek: Deep Space Nine - Season 6 - 8,Resurrection,1997-11-17,Major Kira takes a romantic interest in the mirror universe counterpart of her deceased lover Bareil after he transports himself into her universe and onto DS9.,https://www.imdb.com/title/tt0708589,5.8,996,6,8,DS9,1997
155,Star Trek: Deep Space Nine - Season 6 - 9,Statistical Probabilities,1997-11-24,A group of genetically engineered humans are brought to Dr. Bashir on DS9 in hopes of integrating them with the rest of the universe.,https://www.imdb.com/title/tt0708606,7.7,1086,6,9,DS9,1997
156,Star Trek: Deep Space Nine - Season 6 - 10,The Magnificent Ferengi,1998-01-01,"At the request of the Grand Nagus, Quark puts together a mission to rescue Quark's mother, who is in the hands of the Dominion.",https://www.imdb.com/title/tt0708628,8.2,1204,6,10,DS9,1998
157,Star Trek: Deep Space Nine - Season 6 - 11,Waltz,1998-01-08,"After being attacked by Cardassian forces, Sisko gets stranded with a very psychotic Gul Dukat, who was being transported to his trial. Meanwhile the crew of the Defiant races to rescue survivors.",https://www.imdb.com/title/tt0708660,7.9,1086,6,11,DS9,1998
158,Star Trek: Deep Space Nine - Season 6 - 12,Who Mourns for Morn?,1998-02-04,A former patron of Quark's bequeaths everything to him.,https://www.imdb.com/title/tt0708665,7.7,1080,6,12,DS9,1998
159,Star Trek: Deep Space Nine - Season 6 - 13,Far Beyond the Stars,1998-02-11,Captain Sisko has a full sensory vision of himself as an under-appreciated science fiction magazine writer in 1950s America.,https://www.imdb.com/title/tt0708538,8.9,1937,6,13,DS9,1998
160,Star Trek: Deep Space Nine - Season 6 - 14,One Little Ship,1998-02-18,"A Dominion attack on the Defiant endangers Dax, Bashir and O'Brien aboard the runabout U.S.S. Rubicon as they enter an anomaly that shrinks them to a very minute size. Unfortunately, they were being held stable by the Defiant within a tractor beam, which was discontinued during the attack.",https://www.imdb.com/title/tt0708572,7.7,1083,6,14,DS9,1998
161,Star Trek: Deep Space Nine - Season 6 - 15,Honor Among Thieves,1998-02-25,Chief O'Brien goes undercover to infiltrate an Orion crime ring.,https://www.imdb.com/title/tt0708550,7.4,1030,6,15,DS9,1998
162,Star Trek: Deep Space Nine - Season 6 - 16,Change of Heart,1998-03-04,"Worf and Jadzia travel to the badlands to procure some information on the Dominion from a traitorous Cardassian. Bashir wants to engage in a holo-suite spy simulation, but O'Brien prefers to brush up on his tongo game after watching Jadzia lose to Quark.",https://www.imdb.com/title/tt0708515,7.2,996,6,16,DS9,1998
163,Star Trek: Deep Space Nine - Season 6 - 17,Wrongs Darker Than Death or Night,1998-04-01,"After receiving some disturbing information from Gul Dukat, Major Kira seeks Sisko's approval as Emissary to travel back in time to find out the truth about her mother.",https://www.imdb.com/title/tt0708666,6.9,976,6,17,DS9,1998
164,Star Trek: Deep Space Nine - Season 6 - 18,Inquisition,1998-04-08,"Dr. Bashir's plans to attend a medical conference at a breezy resort are canceled when Starfleet Intelligence boards DS9, suspecting the doctor of treason.",https://www.imdb.com/title/tt0708559,8.3,1096,6,18,DS9,1998
165,Star Trek: Deep Space Nine - Season 6 - 19,In the Pale Moonlight,1998-04-15,"To save the Federation in a critical scheme, Sisko comes to realize that he must violate its fundamental principles to do so.",https://www.imdb.com/title/tt0708557,9.5,2270,6,19,DS9,1998
166,Star Trek: Deep Space Nine - Season 6 - 20,His Way,1998-04-22,Odo is schooled in the ways of romance by a holographic programmed lounge singer.,https://www.imdb.com/title/tt0708548,7.6,1136,6,20,DS9,1998
167,Star Trek: Deep Space Nine - Season 6 - 21,The Reckoning,1998-04-29,"Spiritualists on Bajor summon Captain Sisko to the planet surface, where they show him a stone tablet with some unknown inscriptions. Once on DS9, the inscription reveals an ancient prophecy of coming disasters surrounding the wormhole, Bajor, and DS9, as those around him voice their uneasiness about Sisko being an Emissary for the planet.",https://www.imdb.com/title/tt0708635,7.2,971,6,21,DS9,1998
168,Star Trek: Deep Space Nine - Season 6 - 22,Valiant,1998-05-06,"Jake and Nog's runabout come under attack from the Jem'Hadar, and are rescued by the Valiant, a ship manned by Red Squad, an elite group of young Starfleet cadets.",https://www.imdb.com/title/tt0708657,7.1,1058,6,22,DS9,1998
169,Star Trek: Deep Space Nine - Season 6 - 23,Profit and Lace,1998-05-13,"Quark's mother and the Grand Nagus show up on DS9, announcing a new amendment to the Bill of Opportunities he has instituted on the home planet of Ferenganar, and then follows up with the announcement, that, due to the new amendment, chaos has followed and he has been deposed.",https://www.imdb.com/title/tt0708582,5.9,1071,6,23,DS9,1998
170,Star Trek: Deep Space Nine - Season 6 - 24,Time's Orphan,1998-05-20,"The Chief's daughter gets caught in a time displacement and when they get her back, she is considerably older.",https://www.imdb.com/title/tt0708652,6.4,1021,6,24,DS9,1998
171,Star Trek: Deep Space Nine - Season 6 - 25,The Sound of Her Voice,1998-06-10,"As the Defiant races to a shipwrecked officer who is days away, the crew keeps in contact with her. Meanwhile, Jake follows Quark's latest scheme for story research.",https://www.imdb.com/title/tt0708642,7.6,1043,6,25,DS9,1998
172,Star Trek: Deep Space Nine - Season 6 - 26,Tears of the Prophets,1998-06-17,"When Sisko is picked to head up an attack on the Cardassian homeworld, the Prophets appear to him in a vision, warning him of impending doom if he leaves the station.",https://www.imdb.com/title/tt0708610,8.4,1050,6,26,DS9,1998
173,Star Trek: Deep Space Nine - Season 7 - 1,Image in the Sand,1998-09-30,"Having returned to Earth a couple of months ago, Sisko waits for the Prophets to instruct him on what to do next. When he receives one, he begins searching for the woman behind the face in the sand in his vision. Meanwhile, back on DS9, Kira deals with a promotion and handling the decisions surrounding her command, and finding herself wishing for the return of Sisko. And Worf deals with the loss of his wife, Jadzia Dax.",https://www.imdb.com/title/tt0708552,7.7,1049,7,1,DS9,1998
174,Star Trek: Deep Space Nine - Season 7 - 2,Shadows and Symbols,1998-10-07,"Ezri Dax joins Sisko and his family on his quest for the Orb of the Emissary. Colonel Kira mounts a blockade around a Bajoran moon, where the Romulan hospital is - along with thousands of Romulan missles (claimed to be defensive in purpose). Quark joins Bashir & O'Brien as they join Worf, aboard a Klingon warship as they mount a dangerous mission in Jadzia Dax's name in an effort to get her spirit into Sto-vo-kor, the Klingon's heaven.",https://www.imdb.com/title/tt0708600,8.0,1062,7,2,DS9,1998
175,Star Trek: Deep Space Nine - Season 7 - 3,Afterimage,1998-10-14,"Sisko tries to convince Ezri to stay in Starfleet and serve aboard DS9, as Ezri tries to get to know Jadzia's friends aboard the station, especially Worf. Meanwhile, Garak tries to deal with a severe bout of claustrophobia.",https://www.imdb.com/title/tt0708498,7.3,979,7,3,DS9,1998
176,Star Trek: Deep Space Nine - Season 7 - 4,Take Me Out to the Holosuite,1998-10-21,A Vulcan captain challenges Sisko to a game of baseball.,https://www.imdb.com/title/tt0708609,7.5,1191,7,4,DS9,1998
177,Star Trek: Deep Space Nine - Season 7 - 5,Chrysalis,1998-10-28,"Dr. Bashir attempts to bring one of his genetically engineered friends out of the catatonic state she is in, and when he is successful, he begins to fall for her.",https://www.imdb.com/title/tt0708518,7.2,1033,7,5,DS9,1998
178,Star Trek: Deep Space Nine - Season 7 - 6,"Treachery, Faith and the Great River",1998-11-02,"A Vorta offers Odo valuable information on the Dominion in exchange for asylum. Meanwhile, Nog tries his Ferengi knowledge as he wheels and deals for a valuable piece of equipment for Chief O'Brien.",https://www.imdb.com/title/tt0708654,8.4,1056,7,6,DS9,1998
179,Star Trek: Deep Space Nine - Season 7 - 7,Once More Unto the Breach,1998-11-11,An aged Kor requests an opportunity to die with honor as a warrior.,https://www.imdb.com/title/tt0708571,7.7,1003,7,7,DS9,1998
180,Star Trek: Deep Space Nine - Season 7 - 8,The Siege of AR-558,1998-11-18,Capt. Sisko and his away team volunteer to stay with a besieged unit at an isolated outpost.,https://www.imdb.com/title/tt0708640,8.7,1323,7,8,DS9,1998
181,Star Trek: Deep Space Nine - Season 7 - 9,Covenant,1998-11-25,Kira is kidnapped and taken to Empok Nor by a member of a Pah'Wraith cult and discovers the group leader is Gul Dukat.,https://www.imdb.com/title/tt0708520,6.8,964,7,9,DS9,1998
182,Star Trek: Deep Space Nine - Season 7 - 10,It's Only a Paper Moon,1998-12-30,"Severely depressed at his serious war wound, Nog retreats into Vic Fontaine's holosuite program while the singer tries to help him.",https://www.imdb.com/title/tt0708562,8.3,1185,7,10,DS9,1998
183,Star Trek: Deep Space Nine - Season 7 - 11,Prodigal Daughter,1999-01-06,Ezri travels to her family home in search of Chief O'Brien who has discovered a murdered woman connected with the family and the Orion Syndicate.,https://www.imdb.com/title/tt0708581,6.4,934,7,11,DS9,1999
184,Star Trek: Deep Space Nine - Season 7 - 12,The Emperor's New Cloak,1999-02-03,Quark and Rom have to rescue Grand Nagus Zek who's being held captive in the alternate universe.,https://www.imdb.com/title/tt0708623,6.4,944,7,12,DS9,1999
185,Star Trek: Deep Space Nine - Season 7 - 13,Field of Fire,1999-02-10,"To find an apparently untraceable murderer, Ezri Dax reluctantly calls up the residual consciousness remnant of her symbiont's past hidden psychopathic murderer host, Joran.",https://www.imdb.com/title/tt0708542,6.8,955,7,13,DS9,1999
186,Star Trek: Deep Space Nine - Season 7 - 14,Chimera,1999-02-17,"After searching out and finding Odo, another changeling asks him to leave DS9 with him, even though the rest of the crew aren't convinced the new changeling is not part of the Founders.",https://www.imdb.com/title/tt0708517,7.3,955,7,14,DS9,1999
187,Star Trek: Deep Space Nine - Season 7 - 15,"Badda-Bing, Badda-Bang",1999-02-24,"When a programming glitch won't go away, mobsters take over Vic's and open for business, but the DS9 gang takes it personal when their favorite hangout is no longer their favorite, and they plan to get the new management ousted.",https://www.imdb.com/title/tt0708502,7.8,1105,7,15,DS9,1999
188,Star Trek: Deep Space Nine - Season 7 - 16,Inter Arma Enim Silent Leges,1999-03-03,"While making plans to attend a medical conference on the Romulan home world, Dr. Bashir is contacted by Sloane of Section 31 and recruited to determine the health of a high-ranking Romulan official. Things turn more desperate, though, when the ranking Starfleet admiral traveling with him, who knows about Section 31's interest in the conference mysteriously suffers a brain aneurysm after Dr. Bashir finds out that Sloane is traveling with the group, as well.",https://www.imdb.com/title/tt0708560,8.5,1063,7,16,DS9,1999
189,Star Trek: Deep Space Nine - Season 7 - 17,Penumbra,1999-04-07,"When the ship Worf was serving on is attacked in battle and all search efforts are abandoned, Ezri takes a runabout in search of him against Sisko's orders. Meanwhile, Sisko proposes to Kassidy Yates.",https://www.imdb.com/title/tt0708579,7.6,913,7,17,DS9,1999
190,Star Trek: Deep Space Nine - Season 7 - 18,'Til Death Do Us Part,1999-04-14,"The Prophets have told Sisko they do not approve of his impending marriage. Having been captured by the Breen, Ezri and Worf still don't know why the Breen would even bother to capture them. Some Cardassians are beginning to think their alliance with the Dominion was a grave mistake. Gul Dukat, disguised as a Bajoran, sets foot on DS9, and continues to unfurl his plan.",https://www.imdb.com/title/tt0708492,7.7,906,7,18,DS9,1999
191,Star Trek: Deep Space Nine - Season 7 - 19,Strange Bedfellows,1999-04-21,"Kai Winn gets unknowingly involved with Gul Dukat, surgically altered to resemble a Bajoran, using the name 'Anjohl.' Tensions further escalate between Weyoun and Legate Damar, as the Dominion gather to sign a peace treaty with the Breen, which includes granting the Breen certain Cardassian territories. Having been held captive by the Dominion, Ezri and Worf try to escape from the Cardassian home world.",https://www.imdb.com/title/tt0708607,8.0,927,7,19,DS9,1999
