,episode,rev_title,rev_content,rvr_rating
8,"""Star Trek: The Next Generation"" A Matter of Time (TV Episode 1991)",A guest from another time,On the way to help the people of Penthara IV deal with a global cooling crisis The Enterprise notices a small temporal distortion shortly before encountering a small one man ship. Its pilot comes aboard and identifies himself as Professor Berlingoff Rasmussen; an historian from the 26th Century. Picard accepts his claim and allows him to talk to the crew and give the crew questionnaires to fill in. He is fascinated with everything he sees; commenting on things that were of particular historical interest. While he is very keen to ask questions he refuses to answer any claiming any knowledge of the future could change it. Counsellor Troi senses that he is hiding something more though. Meanwhile attempts to solve the problem on Penthara IV go seriously wrong threatening the lives of thousands; Geordi offers a solution but calculations must be precise or it could cause a calamity that would kill all twenty million people on the planet; a real dilemma for Picard! He asks Rasmussen what history says he did and what the result was but he refuses to answer claiming that to do so could change the history of his time.This episode has some interesting ideas but it also features a really annoying guest character. Rasmussen is overly extrovert; gushing over every detail he sees and Picard is shockingly accepting of Rasmussen's story even claiming that his credentials check out even though a person from the future can have no credentials! The drama on the planet leads to the usual talk about the moral questions that would arise if one could go back in time and prevent something bad happening we even have that awfully cliché question about whether one would stop Hitler's actions given the opportunity. The twist at the end is quite fun if a little far-fetched much like the episode as a whole if you can get past the plot holes and aren't too irritated by Rasmussen.,7
9,"""Star Trek: The Next Generation"" A Matter of Time (TV Episode 1991)",on the contrary..,"Star Trek: The Next GenerationRoddenberry's second creation of an elite group exploring space through humanity is a remarkable milestone for not only television but the sci-fi genre itself. As it quips repetitively, it dares go where no one has been before, and analyzes the good and bad of the nature. And it's that wide range of nature that is touched down, in all its hokum that it calls for, the answers are overwhelming to all the questions thrown out to it. Unlike the previous series, it has much more characters to handle which is a double edge sword. On the pro section, it helps writers jump in on diverse categories through them and swoop in as much as material possible through their individual perspective and still keep it all inside a definite and familiar circle.On the other hand, it also is challenging to fiddle around these many characters on screen, especially the amount of new contents and eerie ideas each episode comes up with, it increases the possibility to lean towards flaws. And yes, it has its own limitation, but in its own gullible range and potential, it just simply works. Plus, what's fascinating is despite of being brimmed with these many personas floating about in the space, they haven't allotted any stereotypical specific characteristics to the characters, their species and nature may definitely vary, but a cheesy note is strictly prohibited in Enterprise-D.The infamous Capt. Jean-Luc Picard played by Stewart who is mostly known by this role from his career, is exceptionally well crafted character that is simply nothing but a good leader and add Stewart's performance to that, the outcome is your iconic character that survives decades easily. Sirtis as the consciously enhanced counselor fits perfectly in the ship and the makers makes sure either they keep her up front to notify the shady part of the plot or distracts her wisely to advance the plot.Frakes, once again, a competent leader and warrior that is more explored into love affairs while Dorn as a hot head and Burton as the most adapting and willful learner on the ship helps make the environment more engaging and realistic. Spiner as the android, Lt. Commander Data, who means nothing but business, unfortunately, is the guy that means the least amount of business, often relied upon for the humor, he might be explored thoroughly but is rarely projected with sincerity.Personally, I prefer Stewart's mellow equation with Wheaten who looks up to him as a father figure and adds the right amount of emotion to it, McFadden's friendly relation too helps on spicing up this dish. The guest cast coming in- often playing the antagonist- invests equally and perpetually to this scoreboard. Advancing further than the previous series did, this journey also brings in rich traditional rituals and their own quirky references to the table. Star Trek: The Next Generation is your typical space ride, floating without any control it grabs everything like a child, and in its innocence and honesty it is one breathtaking ride.Season 05Not the ethical throughout provoking dilemmas, nor the smart innovative concepts, this season is well aware of its audience from now, and the writers willfully fiddles with the characters like puppets and just lets their history and connection with their fans works the charm.A Matter Of TimeInvading the team with absorbing schemes as a new add-on to the group, unfortunately brings very little new things on the table, the hokum can easily be predicted and also to use time as a factor seems basically a cheating technique.",
0,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",Alexander makes a comeback.,"ST:TNG:110 - ""New Ground"" (Stardate: 45376.3) - this is the 10th episode of the 5th season of Star Trek: The Next Generation.Worf gets a surprise visit from his mother (Georgia Brown in her second appearance as Helena Rozhenko) who brings Alexander to the Enterprise (this time played by ""Family Ties"" alum Brian Bonsall, in a first of many appearances). But it's not just a visit, his mother says that she and Worf's father can no longer take care of Alexander (since they are getting old) - so Worf must learn to deal with his son wanting to stay on the Enterprise permanently (even though Worf is completely against this).At the same time, the Enterprise is picked to test a new propulsion method called a soliton wave (basically surfing along a warp current instead of using Warp Drive Nacelles anymore).But when the experiment goes awry and Alexander becomes trapped in a bio lab, can Worf deal with the situation, come to terms with Alexander's abandonment issues.Trivia note: Geordi mentions that seeing the soliton wave testing is like watching Zephram Cochrane perform the first warp test (which they do later on in Star Trek: First Contact!). We also get to see the Enterprise school in this episode, which Alexander is enrolled to (as well as a field trip to the Enterprise zoo!). And, we hear the legend of the fight between Kahless (the first Klingon Emperor) and his brother Moroth, as well as see Worf's calisthenics program again, and hear mention of Worf's mate/Alexander's mother, the late K'Ehleyr.",
1,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",Another Kid Episode,"I find the episodes when Alexander shows up to be rather tiresome. I guess a kid actor has to be really good to draw my attention. I know Worf must accept responsibility for his child, but it seems to be a distraction from the science fiction element. Alexander is angry about being dumped on Earth with his grandparents and acts out when he is brought to the Enterprise. Worf uses his Klingon thing to demand obedience from his son. At no time does he consider the young lad's experience of losing his mother (and his father). Worf is too proud to accept help, seeing himself as a failure for not being the perfect father. Meanwhile, a scientist is testing a wave structure in space that will up the warp potential to many times the current limitations. When a crisis occurs with this, Worf must constantly contend with his son's problems. Eventually, the little guy gets into big trouble. I know that it is necessary to bring the psychological world into an ensemble cast like this and show Worf's human upbringing, but it becomes a bit sappy at times.",6
2,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",Crappy parenting lessons from Lt. Worf,"Worf's son, Alexander, unexpectedly arrives on the Enterprise along with Worf's mother. It seems that she and Worf's father are having problems with the boy and they think it best that Worf keep him and show him a good manly example. Unfortunately, Worf is about as qualified to parent as he would be teaching ballet--and he has no end of trouble with the child. Mostly it's because the boy has never felt wanted and is a burden to everyone--and Worf never makes this easier because of his own difficulty with emotions (other than anger) and tenderness. Together, they work on it...and by the end there is a glimmer of hope that things will work out for the better.I never was thrilled with Alexander on the show simply because the kid went from an infant to a 6 year-old almost instantly. I hate this sort of logical mess, as it always seemed contrived and silly. However, it is mildly interesting and you could show these episodes to teens to show them how NOT to parent!",6
3,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",Why?,Let's make warp drive without warp drive!Okay?Let's make it 450% more efficient than warp drive!How?Now let's make it so you can't change course or speed!Oh geez!,2
4,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",Family problems at work,"'New Ground' is a Worf-centric episode - one that forces the ship's resident warrior to parent without a parachute - but you really have to feel for Alexander. The kid's been getting the short end of the broken-home stick for forever, and now he's stuck with a guy who's out of of his depth. Worf's never been my favorite character, but I like the bonding scene towards the end. It doesn't help that the minor storyline is more involving, with the Enterprise experimenting with ""warp without warp drive"" (and seeing Geordi geek out over it is the highlight). But the end pays off as the two plots are pretty well tied together, even climaxing with a burning-building rescue. There's hard-won progress here, which also really helps.6/10",6
5,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",Star Trek: The Soap Opera,A scientist on Belena III has developed a new system that will enable ships to travel at warp speeds without the need for warp drives by creating a wave that the ships will effectively surf on. The Enterprise has been invited to observe the test and inevitably something goes wrong; the test ship explodes and the wave increases in magnitude as it heads towards the destination planet; it grows to powerful to dissipate as planned and could destroy the planet if the crew of the Enterprise doesn't come up with a plan.In a second plot strand Worf's son Alexander comes aboard the Enterprise; Worf's human adoptive parents had been raising him but found him too difficult and thought he needed to be with his father. He quickly becomes a problem for Worf after he is caught stealing a toy at school then lies about it. Worf gives him a lecture about Klingon honour and he promises to behave. He is soon misbehaving again and Worf considers sending him to a strict Klingon school. He is told to stay in Worf's quarters but goes out and is put in danger when the Enterprise is getting into position to destroy the deadly wave.This episode was somewhat disappointing; the story involving the new propulsion system was fairly light and was mainly there to create a danger at the end of the episode. The story involving Worf and his son is clearly what this episode is really about and unfortunately it is just too soapy. Child characters in 'Star Trek' have a habit of being more annoying than sympathetic and Alexander is no exception. It also raises the question as to why there are any children living on the ship given how often they are sent on dangerous missions; a question nobody on board even seems to consider! Overall a rather disappointing episode in this usually reliable series.,6
6,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)",the wave and the ship..,"Star Trek: The Next GenerationRoddenberry's second creation of an elite group exploring space through humanity is a remarkable milestone for not only television but the sci-fi genre itself. As it quips repetitively, it dares go where no one has been before, and analyzes the good and bad of the nature. And it's that wide range of nature that is touched down, in all its hokum that it calls for, the answers are overwhelming to all the questions thrown out to it. Unlike the previous series, it has much more characters to handle which is a double edge sword. On the pro section, it helps writers jump in on diverse categories through them and swoop in as much as material possible through their individual perspective and still keep it all inside a definite and familiar circle.On the other hand, it also is challenging to fiddle around these many characters on screen, especially the amount of new contents and eerie ideas each episode comes up with, it increases the possibility to lean towards flaws. And yes, it has its own limitation, but in its own gullible range and potential, it just simply works. Plus, what's fascinating is despite of being brimmed with these many personas floating about in the space, they haven't allotted any stereotypical specific characteristics to the characters, their species and nature may definitely vary, but a cheesy note is strictly prohibited in Enterprise-D.The infamous Capt. Jean-Luc Picard played by Stewart who is mostly known by this role from his career, is exceptionally well crafted character that is simply nothing but a good leader and add Stewart's performance to that, the outcome is your iconic character that survives decades easily. Sirtis as the consciously enhanced counselor fits perfectly in the ship and the makers makes sure either they keep her up front to notify the shady part of the plot or distracts her wisely to advance the plot.Frakes, once again, a competent leader and warrior that is more explored into love affairs while Dorn as a hot head and Burton as the most adapting and willful learner on the ship helps make the environment more engaging and realistic. Spiner as the android, Lt. Commander Data, who means nothing but business, unfortunately, is the guy that means the least amount of business, often relied upon for the humor, he might be explored thoroughly but is rarely projected with sincerity.Personally, I prefer Stewart's mellow equation with Wheaten who looks up to him as a father figure and adds the right amount of emotion to it, McFadden's friendly relation too helps on spicing up this dish. The guest cast coming in- often playing the antagonist- invests equally and perpetually to this scoreboard. Advancing further than the previous series did, this journey also brings in rich traditional rituals and their own quirky references to the table. Star Trek: The Next Generation is your typical space ride, floating without any control it grabs everything like a child, and in its innocence and honesty it is one breathtaking ride.Season 05Not the ethical throughout provoking dilemmas, nor the smart innovative concepts, this season is well aware of its audience from now, and the writers willfully fiddles with the characters like puppets and just lets their history and connection with their fans works the charm.New GroundThe same old anger issues are explored in here which still could have easily been accepted if not for bourgeois cheesy confessional and preaching-like conversation would have lopped off by the writers before ending it on a big note.",
7,"""Star Trek: The Next Generation"" New Ground (TV Episode 1992)","Space wave, Enterprise Hangs 10","This TNG episode has Lt. Worf being handed the responsibility of his son Alexander because his earth mother Georgia Brown can no longer care for him as she's getting on in years and the kid is quite a handful. And a Klingon kid to boot.At the same time the Enterprise is testing a new technology that roughly sounds like a space wave and in theory a space vessel should ride it like a surf board. In theory that is.Both elements of the story come together in a climax as the space wave turns out to be a bust of potentially cataclysmic consequences.Scenes with Michael Dorn and Georgia Brown and Dorn with Marina Sirtis over the ship's counselor's concern for young Brian Bonsall. Jennifer Edwards has some interesting scenes futuristic primary education on the Enterprise, she's the ship schoolteacher.Nicely done story.",7
0,"""Star Trek: The Next Generation"" Hero Worship (TV Episode 1992)",Mimicking an android.,"ST:TNG:111 - ""Hero Worship"" (Stardate: 45397.3) - this is the 11th episode of the 5th season of Star Trek: The Next Generation.When an Away Team including Data discovers a young boy named Timothy trapped in the wreckage of a research vessel that was reported missing in the Black Cluster, the boy is rescued by Data using his strength. Soon Timothy is intrigued by Data's unemotional state and starts dealing with the loss of his parents by mimicking him, a ""hero worship"".At the same time, the Enterprise is bombarded by powerful shock waves from the Cluster. With the danger rising, only Timothy knows what happened and has the answer to save them. Can Data get Timothy to tell him?Trivia note: Geordi recalls when he was 5 he was in a fire, he was fine because he was eventually rescued by his parents, though there was trauma like Timothy is going through. We see the Entperise school again. And, we see Data painting again.",
1,"""Star Trek: The Next Generation"" Hero Worship (TV Episode 1992)",Two Kid Episodes in a Row,"A ship is severely damaged. There is only one survivor, a boy of about ten years old. He is trapped under some heavy supports. Data rescues him by using superior strength, then has them beamed on board the Enterprise. This is another episode where a child has lost his mother and father and must try to cope. He becomes distant and won't listen to his teachers. He becomes attached to Data and wants to emulate, pretending to be an android himself. This, of course, is a survival method, but Data is given the task of trying to draw out of the young fellow what happened to him. The Enterprise has entered a field that is destroying the ship, acting similarly to the Vigo, the ship the boy was on. They are at a loss and want badly to draw information from the boy to see what was going on on the ship when it died. Data and the boy are quite humorous when they match each other's quirks, but this only goes a bit of the way. The episode depends too much on a tight little ending that is just too pat.",6
2,"""Star Trek: The Next Generation"" Hero Worship (TV Episode 1992)",Counselor Troi's weird methods,"This is nowhere near the worst episode, nor the best. A ship is adrift in space and while the crew figures out what happened as the Enterprise faces the same fate, the lone survivor, a young boy, deals with his loss by ""becoming a robot.""The BoyAs far as child actors go (they're usually annoying on the show) the kid here isn't half bad. He portrays fear and guilt very well. He did not bother me. He acted the robot parts out with a stiffness that's more bad acting than robotic but for this one episode he was okay.DataData has many episodes about finding a companion, making him feel less alone. Brent Spiner is always a fine actor, and he does okay with this mediocre episode. Still, at no point do I fell Data really bonds with the kid. Sure he likes him, Data likes everybody. But a real bond I wouldn't call it.Ahhhh TroiLeave it to Counselor Troi to not only skirt her responsibility as a therapist, leaving it to the least qualified person on board, but actually applauds the child ditching his humanity. Any decent psychologist would snap him out of it before it becomes irreversible; they would confront him with his feelings and discuss his emotions; they would encourage him to interact with other kids his age. They would realize a swift intervention would be preferable, especially with the ship at risk, rather than let the alienation become deeply rooted. Troi does the opposite. Handing an emotionally distressed boy to an emotionally challenged android; seems happy that he no longer answers basic questions normally; and looks on coldly as the boy loses touch with fellow classmates. The only reason this all works is because TNG NEVER allows Troi to be wrong and to show us that she's fallible, as a real person would be. Her human side deeply fails her here, her Betazoid powers falter yet again when they are most needed, and when someone (I think Picard) reasonably asks whether this escapism should be allowed as it seems unhealthy Troi asserts herself without any arguments or proof to back her up that is perfectly normal for a PTSD human to ignore his humanity and embrace an emotionless alter ego.Troi as a characterIt says something about how much I like TNG that I also like Troi despite her many bad points. Here she shows a few of them. I like her the most out of TNG women (but not if you count K'Ehleyr) but she is sometimes very annoying.Most of the time she hunts down unwilling patients in the corridors; she scans people without asking permission; she will publicly embarrass fellow officers rather than respect their privacy (check out ""Loud as a Whisper"", where she forces Worf into confessing something and Picard, as usual, appreciates Troi's blunt mental invasion). Whenever she loses her ability she becomes a cold, uneasy woman no-one really likes. This implies that without having the upper hand because she senses what others can't, she isn't a social or warm person. She's also the worst bridge officer since sliced bread and only passes the test by forcing Riker to give the clue she needs, and only after failing 3 times.Apart from this she either fails at sensing something, shaking her head looking hopeless, or states the obvious. Check out the pilot episode ending, where the entire bridge crew looks on in transfixed marvel and wonder as space jellyfish (yes I said it) emerge and Troi out of nowhere yells ""Sir!"" distracting everybody, ruining the moment, and then saying ""...wonderful"". Come on, we don't need that. I bet everyone was mad at her.ConclusionHero Worship is not a bad episode but the A plot feels like the B plot and therefore you don't get invested in one and forget the other. When we finally see the solution to the ship's problem I had utterly forgotten it had one to begin with. Troi allows a boy to flee his emotions in the least healthy way and by some miracle the boy isn't scarred for life. It's another Data-deals-with-a-pseudo- android-episode and not the best. The boy actor is okay but not great, Data (and Spiner) seem a little lost, Troi shows herself to be a bad counselor, and the ship is in peril part slips so far in the background you tend to forget it. It's a watch once episode. Not bad, far from great, 5/10",5
3,"""Star Trek: The Next Generation"" Hero Worship (TV Episode 1992)",Data daddy.,"There is some sort of huge black cloud in space (and I HATE episodes involving clouds as they are a DULL enemy indeed). Somehow a Federation ship was destroyed in it and they find a lone survivor--a child named Timothy. However, the kid is naturally traumatized and the kid cannot talk about what happened in order to help them understand what happened. In fact, the boy has adopted an interesting coping mechanism--he's decided to be an android like Data, as Data does not experience pain. So, to avoid the pain of his parents' death, the boy lives in denial and spends a lot of time with Data. Can they eventually learn what destroyed the ship so that the Enterprise, too, doesn't suffer the same fate?It's kind of cute seeing the boy interacting with Data--and Data acting like a surrogate dad. But, the whole cloud thing is pretty dull and the overall episode is middle of the road at best.",6
4,"""Star Trek: The Next Generation"" Hero Worship (TV Episode 1992)",Data the role model,"The federation research ship Vigo disappeared while investigating a strange dark cluster so the Enterprise is sent to find out what happened. When they find the Vigo it is badly damaged and everybody is dead apart from a young boy. The boy, named Timothy, is only saved because Data's superior strength enables him to lift the heavy beam that is pinning down Timothy. Back on the Enterprise Timothy explains they were attacked by unknown assailants armed with phaser rifles leading to the assumption that a cloaked ship must have been involved and that suggests the attackers were Klingon, Romulan or possibly even the mysterious Breen but none has an obvious motive for such an attack. As the Enterprise searches for the attacking ship Data tries to help Timothy cope and the boy comes to see Data as a role model; as an android he is stronger, smarter and isn't encumbered by human emotions. He then decides that he too will be an android and starts mimicking Data's behaviour and speech patterns. Counsellor Troi suggests that for the time being it might be good to accept this coping mechanism. When the Enterprise enters the dark cluster they start seeing strange sensor echoes and then hit a wave that rocks the ship soon things get worse in ways that mirror what happened on the Vigo; Timothy will have to remember exactly what happened if the Enterprise is to avoid the same fate.This is the second in a row to feature a child character in a major role; thankfully Timothy is far less annoying that Worf's son. Joshua Harris does a good job in the role; he is particularly impressive as he mimics Data's speech patterns and various physical tics, as one might expect Brent Spiner also puts in a fine performance as Data. The idea of how a child might deal with tragedy is covered in an interesting way but the threat is ultimately a bit weak perhaps I was just disappointed that we didn't get an appearance from the Breem! Overall a fairly entreating episode if not a particularly exciting one.",7
5,"""Star Trek: The Next Generation"" Hero Worship (TV Episode 1992)",a little longer..,"Star Trek: The Next GenerationRoddenberry's second creation of an elite group exploring space through humanity is a remarkable milestone for not only television but the sci-fi genre itself. As it quips repetitively, it dares go where no one has been before, and analyzes the good and bad of the nature. And it's that wide range of nature that is touched down, in all its hokum that it calls for, the answers are overwhelming to all the questions thrown out to it. Unlike the previous series, it has much more characters to handle which is a double edge sword. On the pro section, it helps writers jump in on diverse categories through them and swoop in as much as material possible through their individual perspective and still keep it all inside a definite and familiar circle.On the other hand, it also is challenging to fiddle around these many characters on screen, especially the amount of new contents and eerie ideas each episode comes up with, it increases the possibility to lean towards flaws. And yes, it has its own limitation, but in its own gullible range and potential, it just simply works. Plus, what's fascinating is despite of being brimmed with these many personas floating about in the space, they haven't allotted any stereotypical specific characteristics to the characters, their species and nature may definitely vary, but a cheesy note is strictly prohibited in Enterprise-D.The infamous Capt. Jean-Luc Picard played by Stewart who is mostly known by this role from his career, is exceptionally well crafted character that is simply nothing but a good leader and add Stewart's performance to that, the outcome is your iconic character that survives decades easily. Sirtis as the consciously enhanced counselor fits perfectly in the ship and the makers makes sure either they keep her up front to notify the shady part of the plot or distracts her wisely to advance the plot.Frakes, once again, a competent leader and warrior that is more explored into love affairs while Dorn as a hot head and Burton as the most adapting and willful learner on the ship helps make the environment more engaging and realistic. Spiner as the android, Lt. Commander Data, who means nothing but business, unfortunately, is the guy that means the least amount of business, often relied upon for the humor, he might be explored thoroughly but is rarely projected with sincerity.Personally, I prefer Stewart's mellow equation with Wheaten who looks up to him as a father figure and adds the right amount of emotion to it, McFadden's friendly relation too helps on spicing up this dish. The guest cast coming in- often playing the antagonist- invests equally and perpetually to this scoreboard. Advancing further than the previous series did, this journey also brings in rich traditional rituals and their own quirky references to the table. Star Trek: The Next Generation is your typical space ride, floating without any control it grabs everything like a child, and in its innocence and honesty it is one breathtaking ride.Season 05Not the ethical throughout provoking dilemmas, nor the smart innovative concepts, this season is well aware of its audience from now, and the writers willfully fiddles with the characters like puppets and just lets their history and connection with their fans works the charm.Hero WorshipIt is always fascinating when they try are harvest the best they can from a simpler being, the result too is admirable, it's just that the process goes louder at times for it to be smart and create an enthralling impact on screen.",
0,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",A form of rape.,"ST:TNG:112 - ""Violations"" (Stardate: 45429.3) - this is the 12th episode of the 5th season of Star Trek: The Next Generation.The Enterprise is transporting a delegation of Ullians, a race of telepathic historians, to Kaldra IV. Though the leader, Tarmin, offers to probe the crew's distant and long-forgotten memories to help them remember, most are reluctant to try.However, Tarmin's son, Jev, violates Counselor Troi's mind and she lapses into a coma. Soon, when they start questioning the cause, Riker falls into a coma too.Can Picard and crew figure out what's going on? An intriguing episode, in the true essence of Star Trek.Trivia note: Doug Wert marks his return as Lt. Cmdr. Jack R. Crusher, Dr. Crusher's late husband (she recalls seeing his dead body which Picard - with hair! - showed her) - he was last seen in the fourth season episode ""Family"". Also Rosalind Chao stars again as Keiko O'Brien. And Troi's love for chocolate is again seen here - this time ordering a hot chocolate drink. She also recalls sharing a romantic meeting with Riker, her ""Imzadi"", but soon it turns into Jev calling her ""Imzadi"" forcing himself on her (this is like in Star Trek: Nemesis when she was violated again by The Reman Viceroy).Furthermore, Rikeris by Troi's side when she is in a coma, recalling how she helped him when he was hurt (this was in the 2nd season closer ""Shades Of Gray"") and he wants to return the favor.",
1,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",A disturbing episode that won't be suitable for all viewers,"The Enterprise is transporting a group of three Ullians; a species of telepaths who use their abilities to investigate old memories as historical research. They demonstrate this by helping Keiko recall a cherished childhood memory that she had forgotten. Other crew members are less keen to come forward to be probed. Later that evening, as she is getting ready for bed, Troi suddenly has a vision of Riker, at first it is romantic and enjoyable but then he starts forcing himself on her; we then see him as Jev, one of the Ullians. Troi is found in a coma. Dr Crusher can't find and reason for her condition; the only medical reason she can think of has other symptoms that Troi isn't showing. The possibility of Ullian involvement is considered but there is no concrete evidence and they explain that while it is possible to enter somebody's thoughts uninvited it is such a serious crime that it hasn't been recorded in centuries. The next night Riker has a similar experience; this time reliving an event where a crew member died due to his orders. He too ends up in a coma. As the investigation continues it becomes apparent that there were similar events on planets previously visited by the Ullians. By now Troi has awakened but has no memories of the events; she consents to a telepathic probe from Jev's father but as she relives the memory she sees the father not the son attacking her.This is possibly the most disturbing episode of any Star Trek series; we have seen plenty of characters die and the crew put in countless dangerous situations but here a crew member is effectively raped. Not only that; because it is telepathic rather than physical she pictures somebody she cares about doing it even though he is entirely innocent. One has to wonder why there are no Federation laws against unauthorised mental probing let alone mental assault given that telepathic species aren't unknown; we are told that the Ullians have severe punishments for the offence but we aren't told what will actually happen to the offender. The story itself is gripping even though there is little doubt about who the attacker was; in fact it was so obvious I initially thought it must be misdirection! The acting was good throughout; Marina Sirtis, in particular, did a fine job looking genuinely disturbed as 'Riker' attacks her. Overall this was a solid episode although the subject matter means it isn't really suitable for younger viewers which is a bit of a problem in a series like this which is usually good entertainment for all the family.",7
2,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",Within genre (and PG rating) a good examination of physical/mental assault.,"Granting that this is (at least in theory) a family show, and a space opera, this is a rather good examination on the issue of rape. Others might find the tackling of this issue objectionable for their own reasons, but I personally found it very well done. Even the flashback sequences are designed to keep the episode within a PG rating, dream like and psychological, not Hitchcock. Also, having both male and female victims brings in awareness that anyone could be a victim of assault.",7
3,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",Dangerous telepaths,"The Enterprise in this TNG story is hosting some aliens who are telepaths and have taken to retrieving memories from those on other planets with the laudable
ambition of writing a sort of people's history of those worlds.While on board however Deanna Troi, Beverly Crusher, and Will Ryker all fall into
unexplained comas. The aliens who are called Ulians seem to be real likely
candidates.All I will say is that one of these Ulians is using the powers they have for some
more base desires.An interesting story and one of the better TNG episodes.",7
4,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",The Episode is Bloody Awful!,"Agreeing with the previous reviewer who gave this episode 1 out of 10, ""Violations"" was a violation of all that Star Trek stands for. Perhaps the writers thought they could compete with Hitchcock (they can't), but with no dramatic resolutions to the story, the episode even ""violates"" the basic genre of English writing. There is no sense of what happens to the mind rapist after he has been found out. Then there is the pathetic description in this script of a weak and enabling Captain Picard who can't even make a basic decision to do anything at all about the obvious. No accountability is described, no dramatic resolution, no responsibility,and not even some basic skill among the crew as this psychopath marauder goes about his ""rapes."" Succinctly put, the episode is sick and the writers incompetent.",1
5,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",I could see this episode upsetting a lot of folks...,"In this episode, a race of strange people who can read people's thoughts and memories come aboard the ship. Oddly, during their time on the ship, various crew members fall into comas--and they undergo extremely vivid and traumatic brain probings. In one of these, Troi is 'mind raped'. Can the crew figure out exactly what's happening?This episode is one I would caution people about watching. If you've been a victim of sexual assault, seeing the rape sequence could easily be very traumatic--perhaps too traumatic. And, even if you were never a victim, the show is supposed to be entertaining-- and what the heck is entertaining about this?! Because of this, it all seems a bit exploitative and unsavory. Plus, as some have pointed out, there doesn't seem to be any definite resolution. Rather unsatisfying and one I urge you to think about twice before watching.",3
6,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",Bizarre Episode to Say the Least,"This episode pushes some boundaries. Other than implied sexual encounters done with a wink, this subject is sort of left out of this series. The holodeck presents interesting possibilities but it makes one wonder if there are limits on the programming. Just like Mom checking your computer history. In this episode a trio of aliens comes to probe the minds of Enterprise crew members for historical purposes. A database is being put together by these figures. Keiko is led through a childhood memory, leading to some wonderful experiences. The youngest member of the trio, a leering guy, seems conflicted with his know-it-all father. Shortly after they've finished their session, he walks Troi back to her quarters. After he departs, she begins to experience what seems to be a rape, which culminates in her lapsing into a coma. She sees the face of Riker over her and that transforms into the son, Jev. These comas attack Riker and Crusher after Deanna, each experiencing a scene of intense violence where they seem to be at fault. The captain suspects that their guests have something to do with this, but he must also be diplomatic since there has been no ""physical"" presence, only in minds of the victims. Because I never understood the real calling of these people, when it ended I was left cold. A somewhat confusing episode.",6
7,"""Star Trek: The Next Generation"" Violations (TV Episode 1992)",it's chipped up..,"Star Trek: The Next GenerationRoddenberry's second creation of an elite group exploring space through humanity is a remarkable milestone for not only television but the sci-fi genre itself. As it quips repetitively, it dares go where no one has been before, and analyzes the good and bad of the nature. And it's that wide range of nature that is touched down, in all its hokum that it calls for, the answers are overwhelming to all the questions thrown out to it. Unlike the previous series, it has much more characters to handle which is a double edge sword. On the pro section, it helps writers jump in on diverse categories through them and swoop in as much as material possible through their individual perspective and still keep it all inside a definite and familiar circle.On the other hand, it also is challenging to fiddle around these many characters on screen, especially the amount of new contents and eerie ideas each episode comes up with, it increases the possibility to lean towards flaws. And yes, it has its own limitation, but in its own gullible range and potential, it just simply works. Plus, what's fascinating is despite of being brimmed with these many personas floating about in the space, they haven't allotted any stereotypical specific characteristics to the characters, their species and nature may definitely vary, but a cheesy note is strictly prohibited in Enterprise-D.The infamous Capt. Jean-Luc Picard played by Stewart who is mostly known by this role from his career, is exceptionally well crafted character that is simply nothing but a good leader and add Stewart's performance to that, the outcome is your iconic character that survives decades easily. Sirtis as the consciously enhanced counselor fits perfectly in the ship and the makers makes sure either they keep her up front to notify the shady part of the plot or distracts her wisely to advance the plot.Frakes, once again, a competent leader and warrior that is more explored into love affairs while Dorn as a hot head and Burton as the most adapting and willful learner on the ship helps make the environment more engaging and realistic. Spiner as the android, Lt. Commander Data, who means nothing but business, unfortunately, is the guy that means the least amount of business, often relied upon for the humor, he might be explored thoroughly but is rarely projected with sincerity.Personally, I prefer Stewart's mellow equation with Wheaten who looks up to him as a father figure and adds the right amount of emotion to it, McFadden's friendly relation too helps on spicing up this dish. The guest cast coming in- often playing the antagonist- invests equally and perpetually to this scoreboard. Advancing further than the previous series did, this journey also brings in rich traditional rituals and their own quirky references to the table. Star Trek: The Next Generation is your typical space ride, floating without any control it grabs everything like a child, and in its innocence and honesty it is one breathtaking ride.Season 05Not the ethical throughout provoking dilemmas, nor the smart innovative concepts, this season is well aware of its audience from now, and the writers willfully fiddles with the characters like puppets and just lets their history and connection with their fans works the charm.ViolationsThis hallucinated process brings in the what is real and what is not, question on the table, and as usual the character it focuses brings in the pseudo love angle to it that all unfortunately leads to a non-cinematic climax.",
