,episode,rev_title,rev_content,rvr_rating
3,"""Star Trek: Deep Space Nine"" Time's Orphan (TV Episode 1998)",The O'Briens at their best!!!,"As a big fan of both Colm Meaney and Rosalind Chao I loved this. These two are one of the best coupled pair of actors I've ever seen. So believable as a married couple and are always real close. When tragedy occurs and their daughter Molly is lost they really pull out the stops as a Mum and Dad. When Molly returns and is, without too much of a spoiler, different, their work with her as a Mum and Dad is really touching. Molly's slow realization of herself and her parents is handled well. Have to laugh at Colm Meaney and his yelling "" Oh ***** "" on the planet as it was truly hilarious! Odo's turning a blind eye to the O'Briens breaking the elder Molly out of her cell was great character stuff and shows a rare moment for Odo who is quite conservative and rarely has an impulsive moment. The story finishes off on a nice note without too much tech babble to ruin it",10
4,"""Star Trek: Deep Space Nine"" Time's Orphan (TV Episode 1998)",So Much for the Wise & Compassionate Federation,"The Trek franchise is renowned and beloved for addressing OUR societal issues in the context of the enlightened future Star Trek inhabits. This episode takes a run at addressing the care of special needs children and utterly fails with gusto.A child in today's reality would have fared much better than Molly did in this vision of the future. Parents, friends, institutions and professionals of today would have done so much more for her.Molly's initial rehabilitation is left almost entirely to her parents with virtually no support from the Federation's vast resources. Bashir does little other than stand by with sedatives when things get out of hand. The Enterprise had a ship's counselor but there doesn't appear to be a single psychologist in residence on the much larger and far more psychologically demanding environment of DS9.They create a holosuite version of older Molly's environment to help her feel secure during the rehab, but she's forced out of it because two Klingons won't give up their reserved time. Sisko could have demanded the facility be appropriated to deal with this emergency. Worf has been called upon to convince other Klingons to make more challenging accommodations than give up a recreational holosuite reservation. And when Molly responds to the trauma of being forcibly removed from her comfort environment, the response is to put her in jail.Molly's parents don't fight for her care. They decide to throw her back to her life of isolation and deprivation AND destroy the time portal so she can never be recovered. Wow! With all the resources of the Federation this is the best they could come up with? Jail, institutionalization or disposal.Star Trek offers an optimistic vision for many aspects of the human future. But if you ever find yourself in need of compassionate care for an individual with special needs or psychological trauma, you'd be far better off pointing your temporal portal to early 21st Earth (as imperfect as that is) than to the Final Frontier.It's that or hire better writers.",2
5,"""Star Trek: Deep Space Nine"" Time's Orphan (TV Episode 1998)",Molly grows older after falling through a time portal,"While the Chief and his family are visiting Golana, a Bajoran colony, his daughter Molly goes off to play but get in to difficulty. The Chief tries to rescue her but she falls into what turns out to be a time portal. It appears that she has gone three hundred years into the past. They scan the device and manage to bring Molly back from the past but rather than bringing back an eight year old Molly they bring her back as an eighteen year old meaning that she has been all alone on an uninhabited planet for ten years. It looks like she just wants to go back to Golana, they take her to a holographic version and all appears to be well but when their time on the holosuite is up she becomes violent, trashes Quark's bar and attacks a customer with a broken bottle. He presses chargers and it looks as if she will have to be treated in a Federation facility. The Chief thinks this will be bad for her so breaks her out of the holding cells with the intention of delivering her to Golana three hundred years in the past. When they send her through the portal she finds young Molly and then sends her back through to her parentsWhile the chief and Keiko are working to teach Molly who she is and who they are Jadzia offers to baby-sit their son Yoshi as she had been looking forward to examining a passing comet Worf takes over the job thinking how he does will prove his worthiness to have a child of his own with Jadzia.For the first half of this episode I wasn't too impressed but after Molly went wild I Quark's things picked up and it got more exciting. It was nice to see Odo break the rules and help the Chief. It looked like the ending was going to be fairly daring but ultimately it was a cop out and young Molly returns home none the worse for her accident.",7
6,"""Star Trek: Deep Space Nine"" Time's Orphan (TV Episode 1998)",Can We Move On?,"If one is willing to accept what happens to the little girl in this episode, it's still a stretch to accept the ending. Once in a while, people who experience things they have never observed are able to paste together solutions. In these Star Trek offerings (most of the time) they work to cure the problem. If the time thing is at work here, how could they have the science to deal with it in a few short days. From Poltergeist to Twilight Zone, the idea of a child lost in some supernatural realm has been explored. The solutions have always been suspect. We know from the outset that some magical thing will rear its head and take care of everything.",3
7,"""Star Trek: Deep Space Nine"" Time's Orphan (TV Episode 1998)",One of the best episodes of DS9!,"This episode of DS9 had me in tears as I watched the drama unfold. It pulled all of the right strings to make this 46 year old man ball his eyes out!As others have explained, the O'Brien's take the kids to the planet Golana for a bit of family time and a picnic. Molly, their 8 years old daughter, ends up wandering off and falling into an old ruin. It just happens that this ruin contains a time portal that has activated and she falls through it as the Chief is trying desperately to grab for her. The people from DS9 quickly respond to the emergency and work to find a way to get Molly back.Well they succeed, however the Molly that returns to DS9 is now 18 years old and have been alone and with out human contact for 10 years. They try everything to help her adjust to her new life among people and her family. But unfortunately it doesn't work and the O'Brien's are forced to return Molly to Golana and back through the portal from where she was rescued. The grown Molly returns to the past and finds the 8 year old Molly alone and crying inside the cave where the portal is located. She send the child back through the portal to the O'Brien's, who are about to destroy the portal from their side, knowing that by doing so she was erasing herself and the past 10 years of her life. You know that she knew by the look in her eyes as she uttered the word ""Home"" as she faded away into nothingness. The O'Brien's have received there little girl back!Just as a side note, the subplot with Worf and how he confronts parenthood was OK, as it provided several brief comedic moments. As a parent myself, I could only imagine how I would feel if that happened to one of my children! And the overwhelming joy that they must have felt when she returned! Well needless to say, I was very moved by this episode when I viewed it for the first time recently. I had thought that I had seen all of the episodes already, but some how this one was missed. I am glad that I had the chance to watch it! It was well acted by Colm Meaney and Rosalind Chao, and Michelle Krusiec was fantastic as the older Molly! All I can say is WOW!",10
8,"""Star Trek: Deep Space Nine"" Time's Orphan (TV Episode 1998)","Again, no one can write a good O'brien's story","I wish the writers could give the O'Brien's good scripts and character developments. They just dealt with the family members as extras that can talk!Here in this episode, the concept was great, yet the execution was kind of ""bad"". too many things could have happened with them, but again, writers would choose the cheapest way to do it.",2
0,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",A lost voice,"While on convoy duty the crew of the Defiant pick up a distress call from a Star Fleet officer called Lisa Cusak, who's ship has been destroyed leaving her stranded on a barely habitable planet. Even though she is six days away the Defiant is the closest ship so Sisko orders a change of course and they set off to rescue her. As they race towards her Sisko, O'Brien and Dr. Bashir take turns to talk to her. This might not be enough however as she is running low on oxygen. When they finally arrive on the planet and find Lisa there is quite a surprise which I won't spoil here.Back on DS9 Quark is trying to get Odo off his back by encouraging him to spend more time thinking about Kira and less worrying what Quark is up to. Jake observes this and asks if he can use Quark as the basis for a character in a novel he is writing; Quark agrees, on condition nothing Jake sees is reported to his father. Quark uses Odo's relationship to arrange for an illegal trade deal on the night of the anniversary of Odo and Kira's first date the problem is Odo decides it would be far more romantic to celebrate a month after his first kiss meaning he will be on duty the night of the dead and Quark can't contact his associate to change the date of the deal.This was an enjoyable series, I liked the fact that we didn't see Lisa; just heard her calls for help and her conversations with the crew; these conversations helped the crew as much as they appeared to help her. The ending was as brilliant as it was surprising. The secondary story was at least as good as the main plot, it was great to see Odo change his plans to let Quark get away with it just once; especially as Quark had no idea that Odo knew what he was up to.",9
1,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",Sort of a Classic Ghost Story,"This had elements of an old MASH episode. Each character had his or her chance to connect with Lisa, the voice far away. It allows us to get to know these people a bit better. Sadly, they are immersed in war and, sadly, they seem to be losing some of their humanity. I knew all along that there would be some kind of surprise. Unlike another reviewer, I enjoyed the secondary plot, that of Odo having to deal with favors done him by Quark. He is realizing his kinder side and experiencing true happiness for the first time. If Odo had just used subterfuge to make Quark feel as though someone else had found him out, it would have still been a bit of a betrayal. I was perfectly happy with the justification.",8
2,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",Quark gets up to no good; Sisco and the gang get therapy,"Lesson #1 - No one involved in illegal activity thinks of themselves as nefarious.Lesson #2 - Probing energy barriers can trigger surges of metreon radiation.Lesson #3 - If your stranded on an L-Class planet you're going to need trioxin.Lesson #4 - One month anniversaries are still a thing in the 24th century.Lesson #5 - Wanted men change their com system protocols after each use.Lesson #6 - If you can't talk to your friends and you can't talk to your wife, you should probably talk to a counselor (or a stranger stranded alone on an L-class planet).Lesson #7 - Power from the phasers can be channeled to the warp drive in case of emergency.Lesson #8 - Don't mix your personal and professional lives.Lesson #9 - Always remember the 285th rule of acquisition: ""No good deed goes unpunished.""Lesson #10 - If you need to penetrate a layer of subspace metreon radiation use a shuttle.Lesson #11 - Subsapce metreon radiation can time-shift subspace signals.Lesson #12 - A proper burial is a burial among friends, preferably on a space station.This episode is very satisfying. The Odo Quark dynamic is further evolved with Jake and Kira in supporting roles. Sisco, Obrien, and Bashier get some well written character development.Verdict: An entertaining and heartwarming penultimate for the season.",8
3,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",Makes little sense,"If Cpt. Cusack needs tri-ox due to the high CO2 levels, the best course of action would be to have her rest as much as possible and talk as little as possible. Granted, the point is moot due to the time distortion, but still, it's a pretty obvious plot hole.",5
4,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",Being #500 is a big responsibility.,"""The Sound of Her Voice"" is the 500th episode in the ""Star Trek"" franchise. So, after tons of ""Star Trek"", ""Star Trek: The Next Generation"", ""Star Trek: Deep Space 9"" and ""Star Trek: Voyager"" they've finally hit this huge milestone. Unfortunately, while a very good episode, it wasn't as resounding a success as the show a few seasons back created to commemorate the 30th anniversary of the series (""Trials and Tribble-ations"", 5.6).The show's main plot involves a long distance distress call. A ship's captain, Lisa Cusak, has begun sending distress calls to anyone who might respond. It seems that something odd about the atmosphere of some planet caused her ship to crash and the Defiant is many days away from rescuing her. There is a problem, however, because the crash site is a class L planet--with a thin atmosphere that necessitate Cusak using all her available oxygen...and then perhaps some. So, it's a race to the planet and the crew of the Defiant take time to talk with Cusak and keep her spirits high.The other plot is ill-defined. For some reason that makes zero sense, Jake and Quark are working together on some smuggling. This plot DID end well, but otherwise is far inferior to the Cusak one in every way.So is it any good? Yup. But for a 500th episode I guess I just expected more. Still, it is worth seeing.",7
5,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",Unrealised Potential,"A fair episode, though a bit too much soap for my taste. Avery Brooks and Penny Johnson did however act well a relationship going through a rocky patch.I didn't pick the ""already dead"" twist, thinking instead of a Dominion espionage or ambush ploy. (Debra Wilson's somewhat overacting made Lisa sound a bit suspect.) But I would have preferred an ending where Lisa's voice was still alive when they reached the planet. This would have allowed her to ""attend"" her own wake once everyone was outside the energy barrier, which could have been a truly moving scene rather than the ""learning experiences"" that we got.And it was out of character for Odo to let goods be smuggled. He would have been more likely to intercept the goods but ""accidentally"" fail to link them to Quark.",6
6,"""Star Trek: Deep Space Nine"" The Sound of Her Voice (TV Episode 1998)",A Great episode ... but ...,"The USS Defiant receives a distress call from a Starfleet captain stranded on an alien world after her ship has been destroyed. She's stranded on a Class L world (inhospitable to human life). Its also surrounded by a strange energy field. The old mystery force-field bit.The stranded Captain Cusak asks that they keep a constant conversation going with her to keep her alert and to make her feel less isolated, and naturally they all make friends with her because she's a great person.A strange energy field that surrounds the planet is finally punctured and its has time-shifting (temporal) properties. Anyone else notice that the previous episode had a very similar premise with Molly? DS9 tends to do that.On the planet they find the long-decomposed remains of Cusak's body deep in a cave, having been dead for about three years. They were communicating through time; mmm k.The thing that really annoyed me was that here was a starfleet captain, dead only three years ... and the team that happens to discover her remains take it upon themselves to conduct a funeral??? Seriously?? Did they try to contact her friends and family at all? Truly strange.The Quark/ Odo hi-jinx is hardly worth a mention. But besides the ridiculously self-important funeral they conducted it was a good episode! If not a little sad.",8
0,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",Tears for Worf........,When Sisko is warned by the Prophets not participate in an attack he ignores the warning and leaves for the invasion of Cardassia. The Cardassians are attacked and unbeknown to Sisko and crew the evil self serving Gul Dukat transports aboard Deep Space 9 in an attempt to destroy the Prophets by releasing a pah wraith into an orb in an attempt to destroy the Celetial Temple within the worm hole. Poor Jadzia is looking for guidance when Dukat transports aboard and he kills her without a second thought. The battle against the Dominion and Cardassians goes well. When Sisko and co return Sisko realizes that the Prophets had warned him. Poor Worf loses another mate and howls a little unemotionally over her body. Pity Terry Farrell didn't want to go past six years in the show as she played a brilliant part.,9
1,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",They sure crammed a lot into one episode!,"""Tears of the Prophets"" is an absolutely amazing episode, as more happens in this one that in many two-part episodes! It's absolutely jam-packed with plot, action and significant events--making it a must-see season six finale.When the episode begins, the Federation thinks it's FINALLY about time to take the attack to the Dominion instead of fighting a defensive battle. The problem is that while the Klingons are ALWAYS ready to fight, the Romulans are happy to continue a defensive fight--so convincing them to join in is important. Oddly, however, just before departing DS9 for the fight, the Prophets tell Sisko not to go...but oddly, he goes anyway. Oops.So, life on the station should be pretty routine, huh? Not exactly. Dukat is now possessed with the dreaded Pah-Wraiths and this possessed jerk is bound for the station--and it will mean the death of one of the crew remaining on the station.Overall, this is a very exciting episode, though I am sure many were NOT happy to see a beloved series regular killed off. I didn't like it, but think killing a few regulars now and again isn't bad, as it heightens realism (it should NOT always be red shirts who die). Plus, I liked seeing that under a wig and some makeup, the leader of the Romulan fleet is David Birney--someone who folks of my generation should quickly notice and appreciate. Well worth seeing and mandatory viewing for fans of the series. And, incidentally, an excellent way to celebrate the 150th episode of the series.",10
2,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",A sense of loss,"As season six of Deep Space Nine come to an end Captain Sisko is given the task of leading the force that plans to capture Cardassia. On Cardassia Dukat has reappeared and has a plan to get his revenge on Sisko that will also open the wormhole to allow reinforcements to come from the Gamma Quadrant and defeat the Federation. A combined fleet of Star Fleet, Klingon and Romulan ships gathers at DS9 but on the eve of the battle Sisko is visited by the prophets who tell him that his place is near Bajor not leading the attack; he makes the choice that on this occasion his duty as a Star Fleet captain is greater than his duty as the Emissary. While Sisko and the fleet are away Dukat beams into the Bajoran shrine on DS9 and releases a Pah Wraith which wounds Jadzia and causes the orb to go dark; the wormhole suddenly opens then closes. At this moment Sisko senses something is wrong but isn't free to return. Once back on the station we learn that Jadzia could not be saved although the Dax Symbiont has survived. Unsure what he must do next Sisko returns home to Earth to contemplate the future.This was a great ending to the series with a shocking finale, the first time I watched the episode I certainly hadn't expected the death of Jadzia, especially after the talk about her planning to have a baby. Terry Farrell who played Jadzia so well will certainly be missed. This episode wasn't all darkness, showing Dr Bashir and Quark sulking together when they learn that Jadzia is planning to have a baby when they'd both convinced themselves that her relationship with Worf would not last provided some humour. As is often the case with season finales there was plenty of spectacular action as the fleet goes up against the Cardassian defences.",9
3,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",good episode,"this was a great episode, the action was really intense. But it wasn't as good at the last episode in season 5.In this this epsidoe the definant leads a combined fleet of Federation, Klingon and Romulan ships to attack Cardassian space.I liked this episode a lot, and its a shame terry Farrell was killed off.I assume from reading the other comment it was her decision, although I'm not to sure.Gul Dakat (great character, not used much this season) beams on board DS9 and kills her, he also breaks a Bajoran religios artefact which makes the prophets disappear.One of deep space nines biggest strengths was its cast, and they all play a part in this episode. Which is good considering the size of the cast, they all get a fair amount of screen time. The Quark/Bashir scenes are very funny. Season 6 is a great season, but I prefer season 5 overall.",8
4,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",too rushed,"I found this episode way too rushed... They should have ""drawn out"" the events much better. After I watched it I was like: hmm, looks like I'll have to watch it again, I have no clue what I just saw, it went way too fast...More drama, more suspension should have been added in my opinion.",6
5,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)","Starfleet invades Cardassia, A Pah-wraith invades the wormhole","Caldoor Joy! The Sisko is loving being the Emissary these days, he's been awarded the Christopher Pike Medal of Valor, and is leading the invasion of Cardassia despite warnings from The Prophets.Jadzia tells Quark and Julian the she wants to have Worf's baby so they go to Vic's and have him sing to them about being losers. They feel better afterwards.A meeting is held to determine the feasibility of adding a pair of Klingons to every Romulan zoo. The proposal does not go over well so the invasion of Cardassia is planned instead. Honestly, its a shame the Romulan fleet commander is not a season 7 regular. He adds some much needed friction to the war effort.After reading the script, Jadzia and Julian decide to stay behind on the station while Garek and Kira take their places on the Defiant. I am sure a former spy and resistance member are more valuable to the invasion effort than a seasoned science officer and medic. Especially when you know you might have to deal with weapons platforms that shoot straight through shields. On the other hand, the Defiant does have ablative-plot-armor.For such a pivotal episode, I wish it were better written.Verdict: Watchable, some-what enjoyable, but ultimately unsatisfying.Fun Facts:There is a federation officer in a TNG era uniform standing in the back ground while the invasion of Cardassia is being debated.",7
6,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",Everything that can go wrong - Eventually does,"I saw this episode right after Terry Farrell was featured on the cover of a TV guide, one with two covers, the other offering Seven-of-Nine. I thought ""Great, for once, the women of Trek are being payed Homage""And so I watched this with jaw dropped - As Season 6 Mytharcs came to a jarring conclusion.Previously in Season 6 Worf and Jadzia had been dancing around the idea of having a child. But there is still a war on, and Dukat is still on the loose.A huge opening is seen for an attack on Dominion Shipyards - One which cannot be ignored, the allied forces, which now include Romulans, must attack. And the man in charge is The Sisko, The Emissary of The Prophets to Bajor.Until The Prophets appear to The Sisko and tell him he is not to go. But The Sisko is also a Federation Officer - He cannot shirk his responsibilities to The Federation.And so this episode is a painful revelation that The Sisko is not just an ""Emissary"" - He is the Guardian of the Celestial Temple aka The Wormhole.But The Sisko cannot do both at once, and he is ordered to lead the attack. The new leader of Cardassia, Damar has created a planetary defense that is much like the Mines which Rom created to guard the Wormhole - They replicate themselves if blown up. The Federation is supposed to attack before these defenses are activated, but when did anything ever go as planned in a War?Meanwhile Jadzia has been put in charge of protecting The Station and The Wormhole - She makes a side trip to Bashir who after conducting some tests, informs her that she and Worf can become parents.And Dukat has not been idle- He has become informed on the Pah Wraiths, the Kossta Mogen. He meets with Damar with an idea of how they can get control of The Station again. IN fact, when did Dukat not have an ulterior motive? But in fact, the motive is not just his - It is the desire of the Pah Wraiths to take over the Temple of The Prophets.Dukat breaks a small Idol and releases Kossta Mogen and merges with it.And all things happen at once. The Planetary Defenses activate in the middle of the biggest Battle Royale of DS9 up to that point - The Prophets put The Sisko in a Trance - And Dukat invades the station and confronts Jadzia.The Kossta Mogen entity attacks Jadzia brutally and releases itself into the Orb which is in the Temple on DS9 - The Wormhole quivers and shudders and closes. The Sisko is greatly affected - Major Kira takes over and Garak finds a way to kill all of the defenses at once. This is one of the greatest space battles of all time.The Shipyards are destroyed, but the cost is way too much for The Sisko to take. And so, he says goodbye to his old friend of the last six years and heads to Earth until The Prophets tell him what he needs to do...If in fact they still exist.",10
7,"""Star Trek: Deep Space Nine"" Tears of the Prophets (TV Episode 1998)",A Painful Episode,"Obviously, one of the more significant characters in the series is eliminated. This is truly sad because these personages become sort of family-like. The Federation decides to take the action to the Cardassians. They know this will be an overwhelming task. First, they need the Romulans to carry their weight. They are so self-consumed, it is hard to depend on them. Sisko is given control over the entire operation. Dukat, seen as a mad man by his own people, returns and takes on demon status. One of the things one forgets to notice is a really significant part of all wars. When the Federation takes on Cardassia, a huge number of Federation and Klingon vessels are destroyed. If i remember correctly, they contain huge crew numbers. Thousands are killed. When one cast member dies, it is horrible for Ben. We forget the cannon fodder. Once again, the Prophets are central to what is going on and the Bajorans can't seem to take two steps without them. It will be interesting to see the Season 7 first episode.",10
0,"""Star Trek: Deep Space Nine"" Apocalypse Rising (TV Episode 1996)",Them Founders are a tricky lot...,"In the final episode of season 4, Odo became privy to some VERY interesting information--that the leader of the Klingon Empire, Gowron, is a Founder!! This does make sense in light of all the things Gowron has recently done to stoke discord with the Empire and the Federation as well as Cardassia. Here in the premier episode of season 5, Captain Sisko has been ordered to the Klingon home world to expose Gowron for what he is. But how...how will he get on the planet...how will he get near Gowron...and how will he show that the guy is really a pile of goo?! Well, the plan will naturally involve bringing Odo along--but Odo is busy feeling sorry for himself, as the Founders have made him a humanoid permanently--something that is very confusing and strange for him.Much of the show is spend with the away team members dressed up like Klingons--which is a lot of fun to watch. While Odo and O'Brien make crappy Klingons, Sisko is surprisingly good. As for Worf, well, he IS a Klingon! This portion of the show is cool--and it's exciting watching these Federation folks acting like drunk Klingons. Additionally, the show is pretty exciting and features a neat twist. All in all, an excellent start to season 5.",9
1,"""Star Trek: Deep Space Nine"" Apocalypse Rising (TV Episode 1996)",A changeling at the heart of the Klingon Empire!,"Season four concluded with the Federation at war with the Klingon Empire and Odo realising that Chancellor Gowron is in fact a changeling. The only way to end the war is for Captain Sisko to take a group to infiltrate the heart of the Klingon Empire and expose Gowron. To do this Dr. Bashir performs an operation to make Sisko, O'Brien and newly-human Odo look Klingon. They are joined by Worf to pose as recipients of the 'Order of the Bat'leth', the Klingon's highest honour which is due to be presented by Gowron. All goes well until Sisko is recognised by General Martok and the team are all captured. When Martok quizzes them and hears that they think Gowron is a Changeling he admits that he had had suspicions and decides to let them go and help them get close enough to Gowron to kill him. Just as Worf is about to kill Gowron in single combat Odo realises something: Gowron is fighting in an honourable way yet Martok is behaving in a way no honourable Klingon would... it turns out Odo had been tricked into believing Gowron was a Founder so the Federation would kill him and thus insure the war would continue.This was a great season opener which nicely wrapped up the war with the Klingons. There are some good action scenes and the whole sequence on the Klingon home world was tense, there was a feeling that they could be exposed at any time. It was a lot of fun seeing Sisko, Odo and O'Brien looking like Klingons, until they spoke it wasn't easy to realise who each of them was. Until the final reveal I did not suspect that Gowron would turn out to be anything other than a Founder, it was a good surprise to learn that he wasn't.",9
2,"""Star Trek: Deep Space Nine"" Apocalypse Rising (TV Episode 1996)",Odo's New Job!,"The Klingons are moving in. It turns out that the leader, Gowron, is suspected of being a shape-shifter (hence Dominion), hence not the real Gowron. The DS9 crew dress up as Klingons and head into the hornet's nest. There is a lot of byplay in the episode where they must convince those people they are legitimate. Odo, who is now a solid, has to use his new being, that of a human, and fight alongside those who were previously different from him. I wasn't successfully dragged along into this episode. I thought it was a bit exhausting.",8
0,"""Star Trek: Deep Space Nine"" The Ship (TV Episode 1996)",Salvaging a Jem'Hadar ship,"What starts as a fairly standard away mission looking for minerals in the Gamma Quadrant becomes a fight for survival when a Jem'Hadar ship crashes and as the away team search it another one turns up. The runabout in orbit is destroyed, one member of the away team is killed and another is seriously wounded. Surprisingly the Jem'Hadar don't storm the ship and the Vorta leading them invites Captain Sisko to talk, he claims salvage rights but she does not recognise his claim. It becomes clear she couldn't be trusted when a Jem'Hadar enters the ship and attacks O'Brien and Dax, luckily for them they are saved by wounded crew member Muñiz. The team struggle to get the ship in to a flyable state as well as trying to keep Muñiz from dying. The Vorta makes another offer to Sisko, this time she says they can have the ship on condition that they cam take a certain unnamed item first. Sisko refuses sure that they can't be trusted and that if such an offer were to be serious the item must be of enormous value so was worth fighting for.This was a gripping episode; as there were people on the away team who weren't main cast members it seemed likely that some of them might not make it, although I thought Muñiz would survive as he lasted so long after being wounded and had appeared in a couple of episodes already. F.J. Rio did a good job as Muñiz, it seemed like he was really suffering, Kaitlin Hopkins was also good as Kilana, the Vorta Sisko had to deal with even if she showed more of her impressive cleavage that was strictly needed... not that I'm complaining. When we learn what the precious cargo is it isn't much of a surprise but still it provided a good ending to the episode. While this episode doesn't really have a secondary plot there was an amusing scene where Odo arrests Quark and Dr. Bashir for smuggling just before Kira sets off in the Defiant to rescue the away team.",9
1,"""Star Trek: Deep Space Nine"" The Ship (TV Episode 1996)","To any that served, this is a difficult ep","For anyone that has seen combat, this will be a difficult ep. To those that have not, it should elicit emotions that any that have have felt. If one watches this without any lumps in their throat, they need to watch it again and really listen and feel.",10
2,"""Star Trek: Deep Space Nine"" The Ship (TV Episode 1996)",Why do the Vorta and Jem'Hadar want this ship THIS badly?,"The Captain is leading a team on an expedition to a planet within the Gamma Quadrant. They're looking to see if the planet has valuable minerals that can be exploited. However, out of the blue, a Jem'Hadar ship comes crashing onto the plant's surface. All the Jem'Hadar aboard are dead and the Captain and his folks investigate. Soon, another Jem'Hadar ship arrives--this one with angry soldiers and the obligatory Vorta handler and they want to take possession of the wreck. However, Sisko sees it as a great opportunity to bring back this technology to the Federation--and they are willing to fight to keep it. So what's on board that is THIS important? After all, the Jem'Hadar SHOULD just blow the thing up!This is an interesting episode because it shows how the Vorta are basically lying machines--folks who ingratiate and lie with such ease that you'd swear that they are politicians! This and the exchanges between her and Sisko are very interesting and make this is a memorable episode.",7
3,"""Star Trek: Deep Space Nine"" The Ship (TV Episode 1996)","The Vorta, the Jem'Hadar, and Their Gods","While on a geological expedition, the DS9 people see a Jem'Hadar ship crash. They decide it would be a significant military prize, but while they are trying to figure out how to get it skyworthy, another group of Jem'Hadar come in and confront them, along with a young, pretty Vorta girl. They also destroy the shuttle they arrived in. These aliens could have just blown them all to Hades, but there is something on the ship, a prize, that they don't want to lose. Sisko and his modest crew, including a badly wounded man, try to negotiate, but the Vorta are master liars and it doesn't go well. Sisko must face the absurdities of war and that is the real strong point of this episode.",8
4,"""Star Trek: Deep Space Nine"" The Ship (TV Episode 1996)",The Cost of Conflict,"So often on Star Trek there are disposable supporting characters- nameless ""red shirts"" who die simply to demonstrate the stakes of a situation. I've always admired this episode for giving some weight to those supporting characters. O'Brien's concern for Muniz and Sisko's speech at the end lend an emotional weight that's often lacking in episodes like this.",9
0,"""Star Trek: Deep Space Nine"" Looking for par'Mach in All the Wrong Places (TV Episode 1996)",Love triangles on DS9,"I think this is a 'love it or loathe it' episode and I must say I loved it. Unlike most Star Trek episodes there is no threat, instead it deals with the private lives of various members of the regular cast. In one story line it looks as if tensions are running high in the O'Brien household, not between Miles and his wife Keiko but between Miles and Major Kira, Keiko is happy for Miles to massage Kira's aching legs and even insists that he accompanies her when she says she is going to Bajor for a few days... after all she is carrying his child so it wouldn't be inappropriate. The only problem is that it is clear that Miles is having inappropriate feelings for the Major and is doing all he can to avoid her hoping they will go away. The second story involves another love triangle; when Quark's Klingon ex-wife Grilka turns up on the station he is determined to win her heart, the only problem is that Worf fell in love with her the moment he set eyes on her but as he is an outcast in Klingon society it is made clear that he has no chance with her. Quark's attempts to woo her lead to a challenge from her bodyguard, this would be certain death for Quark but using technology that effectively turns him into a puppet Worf fights the battle for him and he wins Grilka's affections... This leads to a great final scene where he is battered and bruised in sickbay... not from the fight but from what happened next and while the doctor is treating them Worf enters with a certain female crew member and it is clear that they had a similar night of passion.After some fairly serious episodes it was nice to have a good fun episode, it was fun watching Miles squirm as his wife unknowingly pushed him towards the woman he feared he was developing feelings for. The other story was even better; Mary Kay Adams was great in her guest role as Grilka and it was fun watching Worf play Cyrano de Bergerac by tutoring Quark in how to win the heart of the woman he himself loved but could never have. Worf may not have won the heart of the woman he fell for but it was nice to see that by the end of the episode he is with the woman who is right for him.",9
1,"""Star Trek: Deep Space Nine"" Looking for par'Mach in All the Wrong Places (TV Episode 1996)",Cyrano de Worferac,"This is a lighter episode, full of humor and strange bedfellows. Remember that Quark was married for a brief time in order to help a Klingon woman get her property back. He managed to survive in combat because of intervention by Gowron. Now she is back and they hit it off again. Worf is head over heels when he sees her but his disgraced family makes it impossible for him to woo her. So he takes on the role of the advice giver and confidante to Quark. How this plays out is a lot of fun. The other plot is that Kira, carrying Miles and Keiko's child, has allowed Miles a great deal of rope when it comes to his relationship with Kira. Miles begins to have serious feelings for Kira and this is truly dangerous. Keiko is utterly clueless. Anyway, things are pretty tense. I really hope this baby is born soon.",8
